reporting_period,firm_name,complaints_opened,weighted_upheld,uphold_rate_weighted,uphold_rate_weighted_pct
2024H1,Reassure Limited,5006.0,3929.2022000000006,0.7849,78.49
2024H1,Reassured LTD,607.0,272.9679,0.4497,44.97
2024H1,Rock Insurance Services Limited,818.0,354.11220000000003,0.4329,43.29
2024H1,Royal & Sun Alliance Insurance Limited,15116.0,8714.374,0.5765,57.65
2024H1,Sabre Insurance Company Limited,681.0,331.1703,0.4863,48.63
2024H1,Saga Services Limited,16349.0,7643.1575,0.4675,46.75
2024H1,Sainsbury's Bank PLC,4384.0,2595.7373,0.5921,59.21
2024H1,Santander UK PLC,67816.0,34063.250100000005,0.5023,50.23
2024H1,Scottish Equitable PLC,4899.0,2828.8250000000003,0.5774,57.74
2024H1,Scottish Friendly Assurance Society Limited,1366.0,957.809,0.7012,70.12
2024H1,Scottish Widows Administration Services Limited,538.0,358.42719999999997,0.6662,66.62
2024H1,Scottish Widows Limited,12734.0,10959.8246,0.8607,86.07
2024H1,Scottish Widows Unit Trust Managers Limited,631.0,504.2321,0.7991,79.91
2024H1,Secure Trust Bank PLC,323.0,142.2,0.4402,44.02
2024H1,Shawbrook Bank Limited,1767.0,1088.9244,0.6163,61.63
2024H1,Shop Direct Finance Company Limited,418.0,262.29499999999996,0.6275,62.75
2024H1,Simplyhealth Access,1997.0,641.8358000000001,0.3214,32.14
2024H1,Skipton Building Society,3679.0,2942.0446,0.7997,79.97
2024H1,Society Of Lloyd's,5309.0,2384.8028,0.4492,44.92
2024H1,Somerset Bridge Insurance Services Limited,519.0,240.816,0.464,46.4
2024H1,St James's Place Investment Administration Limited,508.0,337.312,0.664,66.4
2024H1,St James's Place UK PLC,1346.0,1028.6118000000001,0.7642,76.42
2024H1,St. James's Place Wealth Management PLC,15375.0,7010.302500000001,0.456,45.6
2024H1,Standard Life Savings Limited,665.0,468.75849999999997,0.7049,70.49
2024H1,Starling Bank Limited,20482.0,10746.905400000001,0.5247,52.47
2024H1,Starr International (europe) Limited,1681.0,643.6549,0.3829,38.29
2024H1,Suffolk Life Pensions Limited,536.0,393.424,0.734,73.4
2024H1,Sun Life Assurance Company Of Canada (u.k.) Limited,1177.0,654.1266999999999,0.5558,55.58
2024H1,Swift 1st Limited,912.0,134.8848,0.1479,14.79
2024H1,TSB Bank PLC,25734.0,16527.185999999998,0.6422,64.22
2024H1,Telefonica Seguros Y Reaseguros Compania Aseguradora S.a.u.,3102.0,1952.0885999999998,0.6293,62.93
2024H1,Telefonica UK Limited,29.0,18.125,0.625,62.5
2024H1,Tesco Personal Finance PLC,17949.0,7085.4409000000005,0.3948,39.48
2024H1,Tesco Underwriting Limited,2740.0,1511.9319999999998,0.5518,55.18
2024H1,The Co-operative Bank PLC,16152.0,11164.6328,0.6912,69.12
2024H1,The Mortgage Works (uk) PLC,1534.0,818.8492000000001,0.5338,53.38
2024H1,The National Farmers' Union Mutual Insurance Society Limited,6774.0,4189.684799999999,0.6185,61.85
2024H1,The Prudential Assurance Company Limited,10167.0,8102.6754,0.797,79.7
2024H1,The Royal Bank Of Scotland PLC,20286.0,13292.0148,0.6552,65.52
2024H1,The Royal London Mutual Insurance Society Limited,8462.0,5073.0616,0.5995,59.95
2024H1,Topaz Finance Limited,2693.0,1023.8786,0.3802,38.02
2024H1,Tradex Insurance Company PLC,1588.0,1072.694,0.6755,67.55
2024H1,Triodos Bank UK Limited,687.0,228.0621,0.332,33.2
2024H1,U K Insurance Limited,53474.0,37586.874599999996,0.7029,70.29
2024H1,UK Mortgage Lending LTD,656.0,378.64320000000004,0.5772,57.72
2024H1,Unum LTD,581.0,306.7099,0.5279,52.79
2024H1,Usay Business Limited,688.0,123.83999999999999,0.18,18.0
2024H1,Utility Warehouse Limited,609.0,257.0589,0.4221,42.21
2024H1,"Vanguard Asset Management, LTD",2135.0,1643.8555000000001,0.77,77.0
2024H1,Vanquis Bank Limited,33775.0,5089.8925,0.1507,15.07
2024H1,Vitality Corporate Services Limited,9239.0,4982.5927,0.5393,53.93
2024H1,Vodafone Limited,377.0,192.9863,0.5119,51.19
2024H1,Volkswagen Financial Services (uk) Limited,3.0,0.0,0.0,0.0
2024H1,Wesleyan Assurance Society,885.0,760.5805,0.8594,85.94
2024H1,Xbridge Limited,1061.0,461.1106,0.4346,43.46
2024H1,Yorkshire Building Society,3259.0,2309.8938000000003,0.7088,70.88
2024H1,Zempler Bank Limited,1769.0,804.895,0.455,45.5
2024H1,Zopa Bank Limited,3092.0,1548.7828,0.5009,50.09
2024H1,Zurich Assurance LTD,4165.0,1978.0474,0.4749,47.49
2024H1,Zurich Insurance Company LTD,3455.0,2302.0665,0.6663,66.63
2024H2,Accord Mortgages Limited,892.0,586.2695,0.6573,65.73
2024H2,Accredited Insurance (europe) LTD,4219.0,1639.0815,0.3885,38.85
2024H2,Acm Ulr Limited,865.0,368.9225,0.4265,42.65
2024H2,Acorn Insurance & Financial Services LTD,823.0,425.4087,0.5169,51.69
2024H2,Action 365 LTD,966.0,302.9376,0.3136,31.36
2024H2,Adrian Flux Insurance Services Group,1665.0,334.998,0.2012,20.12
2024H2,Advisory Insurance Brokers Limited,816.0,482.5008,0.5913,59.13
2024H2,Affinity Insurance Solutions Limited,806.0,200.7746,0.2491,24.91
2024H2,Ageas Insurance Limited,5058.0,2353.9932,0.4654,46.54
2024H2,Ageas Retail Limited,993.0,453.10589999999996,0.4563,45.63
2024H2,Aioi Nissay Dowa Insurance UK Limited,2193.0,1191.6761999999999,0.5434,54.34
2024H2,Aj Bell Management Limited,955.0,485.90400000000005,0.5088,50.88
2024H2,Aj Bell Securities Limited,959.0,526.8902,0.5494,54.94
2024H2,Aldermore Bank PLC,1444.0,955.6322,0.6618,66.18
2024H2,Allianz Insurance PLC,2947.0,1686.2734,0.5722,57.22
2024H2,American Express Services Europe Limited,11273.0,3676.4280999999996,0.3261,32.61
2024H2,American International Group UK Limited,1109.0,525.9987,0.4743,47.43
2024H2,Amtrust Specialty Limited,2314.0,1142.8846,0.4939,49.39
2024H2,Animal Friends Insurance Services LTD,3228.0,1011.6552,0.3134,31.34
2024H2,Arag Legal Expenses Insurance Company Limited,1930.0,1356.404,0.7028,70.28
2024H2,Arthur J. Gallagher Insurance Brokers Limited,1047.0,652.4904,0.6232,62.32
2024H2,Assurant General Insurance Limited,6996.0,2864.1623999999997,0.4094,40.94
2024H2,Astrenska Insurance Limited,1854.0,963.7092000000001,0.5198,51.98
2024H2,Asurion Europe Limited,1431.0,312.53040000000004,0.2184,21.84
2024H2,Atlanta Insurance Intermediaries Limited,9798.0,4181.7864,0.4268,42.68
2024H2,Avantia Insurance Limited,1437.0,523.6428,0.3644,36.44
2024H2,Aviva Health UK Limited,1337.0,490.94640000000004,0.3672,36.72
2024H2,Aviva Insurance Limited,49190.0,28766.311999999998,0.5848,58.48
2024H2,Aviva Life Services UK Limited,23862.0,15346.557,0.6431,64.31
2024H2,Aviva Protection UK Limited,742.0,349.48199999999997,0.471,47.1
2024H2,Awp Assistance UK LTD,2716.0,2361.0188,0.8693,86.93
2024H2,Awp P&c S.a.,2225.0,934.945,0.4202,42.02
2024H2,Axa Insurance Designated Activity Company,2047.0,1130.7628,0.5524,55.24
2024H2,Axa Insurance UK PLC,20381.0,11886.199200000001,0.5832,58.32
2024H2,Axa Ppp Healthcare Limited,24510.0,13732.953000000001,0.5603,56.03
2024H2,Bank Of Ireland (uk) PLC,3326.0,1377.0926,0.414,41.4
2024H2,Bank Of Scotland PLC,74404.0,48594.401999999995,0.6531,65.31
2024H2,Barclays Bank PLC,9458.0,5826.0788,0.616,61.6
2024H2,Barclays Bank UK PLC,68750.0,45831.176100000004,0.6666,66.66
2024H2,Bisl Limited,13571.0,5051.1262,0.3722,37.22
2024H2,British Gas Services Limited,57808.0,55200.8592,0.9549,95.49
2024H2,Bupa Insurance Services Limited,31626.0,17950.9176,0.5676,56.76
2024H2,Cabot Credit Management Group Limited,26.0,10.2154,0.3929,39.29
2024H2,Call Assist LTD,644.0,269.9648,0.4192,41.92
2024H2,Capital Home Loans Limited,515.0,160.5255,0.3117,31.17
2024H2,Capital One (europe) PLC,23665.0,7370.9235,0.3115,31.15
2024H2,Car Care Plan Limited,1043.0,235.71800000000002,0.226,22.6
2024H2,Carfinance247 Limited,158.0,28.3136,0.1792,17.92
2024H2,Carole Nash Insurance Consultants LTD,3087.0,1165.9598999999998,0.3777,37.77
2024H2,Castelan Limited,541.0,165.92469999999997,0.3067,30.67
2024H2,Charter Court Financial Services Limited,2022.0,775.1049,0.3833,38.33
2024H2,Chetwood Financial Limited,339.0,69.0543,0.2037,20.37
2024H2,Chubb European Group Se,4200.0,2639.7,0.6285,62.85
2024H2,Citibank UK Limited,755.0,91.94500000000001,0.1218,12.18
2024H2,Clearbank Limited,3540.0,2059.572,0.5818,58.18
2024H2,Close Brothers Limited,315.0,190.216,0.6039,60.39
2024H2,Clydesdale Bank PLC,37438.0,26983.5083,0.7208,72.08
2024H2,Cofunds Limited,992.0,558.696,0.5632,56.32
2024H2,Complete Cover Group LTD,963.0,410.3343,0.4261,42.61
2024H2,Connells Limited,525.0,228.6354,0.4355,43.55
2024H2,Corgi Homeplan LTD,1809.0,1297.7766000000001,0.7174,71.74
2024H2,Countrywide Assured PLC,664.0,351.6454,0.5296,52.96
2024H2,Coutts & Company,1776.0,867.105,0.4882,48.82
2024H2,Covea Insurance PLC,2490.0,1047.5430000000001,0.4207,42.07
2024H2,Coventry Building Society,3969.0,2618.7526000000003,0.6598,65.98
2024H2,Creation Consumer Finance LTD,5621.0,1879.1002999999998,0.3343,33.43
2024H2,Creation Financial Services Limited,519.0,209.00130000000001,0.4027,40.27
2024H2,Cynergy Bank PLC,907.0,729.9300000000001,0.8048,80.48
2024H2,Domestic & General Insurance PLC,44570.0,24148.025999999998,0.5418,54.18
2024H2,Elderbridge Limited,917.0,447.03749999999997,0.4875,48.75
2024H2,Embark Investment Services Limited,755.0,555.5504,0.7358,73.58
