reporting_period,firm_name,product_group,complaints_opened,denominator,complaint_rate_per_1k,denominator_unit
2024H2,Nutmeg Saving And Investment Limited,Decumulation & pensions,167.0,7.14,23.3894,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Nutmeg Saving And Investment Limited,Investments,605.0,2.1,288.0952,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,One Call Insurance Services Limited,Insurance & pure protection,3113.0,1.68,1852.9762,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Onesavings Bank PLC,Banking and credit cards,1834.0,4.05,452.8395,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Onesavings Bank PLC,Home finance,1143.0,19.46,58.7359,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Paragon Bank PLC,Banking and credit cards,826.0,1.87,441.7112,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Paragon Bank PLC,Home finance,267.0,3.39,78.7611,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,People's Administration Services Limited,Decumulation & pensions,3611.0,0.5,7222.0,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Pepper (uk) Limited,Home finance,621.0,26.19,23.7113,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Phoenix Life Ca Limited,Decumulation & pensions,607.0,1.87,324.5989,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Phoenix Life Ca Limited,Insurance & pure protection,322.0,4.67,68.9507,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Phoenix Life Ca Limited,Investments,113.0,13.88,8.1412,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Phoenix Life Limited,Decumulation & pensions,10178.0,1.69,6022.4852,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Phoenix Life Limited,Home finance,6.0,30.93,0.194,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Phoenix Life Limited,Insurance & pure protection,3043.0,1.63,1866.8712,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Phoenix Life Limited,Investments,803.0,3.23,248.6068,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Pinnacle Insurance Limited,Insurance & pure protection,2410.0,4.62,521.645,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Post Office Management Services Limited,Insurance & pure protection,617.0,0.63,979.3651,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Principality Building Society,Banking and credit cards,879.0,1.24,708.871,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Principality Building Society,Home finance,444.0,4.53,98.0132,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Quilter Life & Pensions Limited,Decumulation & pensions,546.0,2.16,252.7778,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Quilter Life & Pensions Limited,Investments,87.0,1.93,45.0777,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Rac Motoring Services,Insurance & pure protection,9193.0,0.77,11938.961,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Reassure Life Limited,Decumulation & pensions,203.0,4.06,50.0,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Reassure Life Limited,Insurance & pure protection,356.0,7.92,44.9495,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Reassure Life Limited,Investments,199.0,8.13,24.4772,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Reassure Limited,Decumulation & pensions,3691.0,2.14,1724.7664,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Reassure Limited,Insurance & pure protection,557.0,2.55,218.4314,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Reassure Limited,Investments,559.0,3.56,157.0225,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Rothesay Life PLC,Decumulation & pensions,676.0,1.17,577.7778,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Royal & Sun Alliance Insurance Limited,Insurance & pure protection,11992.0,2.75,4360.7273,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Saga Services Limited,Insurance & pure protection,15359.0,10.81,1420.8141,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Sainsbury's Bank PLC,Banking and credit cards,3199.0,2.76,1159.058,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Sainsbury's Bank PLC,Home finance,28.0,13.25,2.1132,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Sainsbury's Bank PLC,Insurance & pure protection,786.0,2.83,277.7385,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Santander UK PLC,Banking and credit cards,59173.0,2.46,24054.065,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Santander UK PLC,Home finance,5270.0,4.91,1073.3198,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Santander UK PLC,Insurance & pure protection,116.0,0.31,374.1935,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Santander UK PLC,Investments,50.0,0.23,217.3913,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Scottish Equitable PLC,Decumulation & pensions,6683.0,2.11,3167.2986,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Scottish Equitable PLC,Insurance & pure protection,9.0,2.28,3.9474,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Scottish Equitable PLC,Investments,259.0,16.11,16.077,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Scottish Friendly Assurance Society Limited,Decumulation & pensions,284.0,3.07,92.5081,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Scottish Friendly Assurance Society Limited,Insurance & pure protection,361.0,0.36,1002.7778,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Scottish Friendly Assurance Society Limited,Investments,475.0,2.48,191.5323,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Scottish Widows Limited,Decumulation & pensions,9046.0,1.68,5384.5238,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Scottish Widows Limited,Insurance & pure protection,1452.0,1.34,1083.5821,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Scottish Widows Limited,Investments,2488.0,11.84,210.1351,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Scottish Widows Unit Trust Managers Limited,Investments,561.0,1.77,316.9492,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Shawbrook Bank Limited,Banking and credit cards,877.0,1.98,442.9293,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Shawbrook Bank Limited,Home finance,428.0,19.73,21.6929,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Simplyhealth Access,Insurance & pure protection,1988.0,0.89,2233.7079,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Skipton Building Society,Banking and credit cards,2918.0,1.99,1466.3317,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Skipton Building Society,Home finance,505.0,2.46,205.2846,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Skipton Building Society,Insurance & pure protection,7.0,0.68,10.2941,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Society Of Lloyd's,Insurance & pure protection,4865.0,0.64,7601.5625,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,St James's Place UK PLC,Decumulation & pensions,528.0,0.9,586.6667,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,St James's Place UK PLC,Insurance & pure protection,6.0,0.61,9.8361,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,St James's Place UK PLC,Investments,189.0,0.97,194.8454,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Starling Bank Limited,Banking and credit cards,22175.0,5.07,4373.7673,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Starr International (europe) Limited,Insurance & pure protection,1448.0,4.78,302.9289,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Suffolk Life Pensions Limited,Decumulation & pensions,589.0,12.25,48.0816,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Swift 1st Limited,Home finance,843.0,124.23,6.7858,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,TSB Bank PLC,Banking and credit cards,30108.0,3.29,9151.3678,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,TSB Bank PLC,Home finance,1753.0,7.06,248.3003,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Telefonica Seguros Y Reaseguros Compania Aseguradora S.a.u.,Insurance & pure protection,3845.0,5.02,765.9363,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Tesco Personal Finance Limited,Banking and credit cards,15374.0,4.07,3777.3956,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Tesco Personal Finance Limited,Insurance & pure protection,4254.0,2.62,1623.6641,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Tesco Underwriting Limited,Insurance & pure protection,2415.0,1.43,1688.8112,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The Co-operative Bank PLC,Banking and credit cards,10290.0,3.0,3430.0,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The Co-operative Bank PLC,Home finance,2402.0,17.03,141.0452,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The Mortgage Works (uk) PLC,Home finance,1576.0,5.47,288.117,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The National Farmers' Union Mutual Insurance Society Limited,Decumulation & pensions,80.0,0.74,108.1081,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The National Farmers' Union Mutual Insurance Society Limited,Insurance & pure protection,5787.0,3.14,1842.9936,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The National Farmers' Union Mutual Insurance Society Limited,Investments,43.0,0.65,66.1538,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The Prudential Assurance Company Limited,Decumulation & pensions,7658.0,3.22,2378.2609,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The Prudential Assurance Company Limited,Home finance,36.0,4.89,7.362,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The Prudential Assurance Company Limited,Insurance & pure protection,712.0,0.44,1618.1818,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The Prudential Assurance Company Limited,Investments,2889.0,4.53,637.7483,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The Royal Bank Of Scotland PLC,Banking and credit cards,18053.0,2.74,6588.6861,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The Royal Bank Of Scotland PLC,Decumulation & pensions,8.0,4.56,1.7544,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The Royal Bank Of Scotland PLC,Home finance,1465.0,11.29,129.7609,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The Royal Bank Of Scotland PLC,Investments,40.0,0.66,60.6061,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The Royal London Mutual Insurance Society Limited,Decumulation & pensions,4924.0,1.35,3647.4074,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The Royal London Mutual Insurance Society Limited,Insurance & pure protection,1724.0,0.45,3831.1111,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,The Royal London Mutual Insurance Society Limited,Investments,221.0,0.31,712.9032,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Topaz Finance Limited,Home finance,2336.0,22.78,102.5461,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Tradex Insurance Company PLC,Insurance & pure protection,2485.0,1.46,1702.0548,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Trading 212 UK Limited,Banking and credit cards,256.0,0.72,355.5556,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Trading 212 UK Limited,Investments,595.0,0.29,2051.7241,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Triodos Bank UK Limited,Banking and credit cards,595.0,5.48,108.5766,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Triodos Bank UK Limited,Investments,36.0,1.58,22.7848,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,U K Insurance Limited,Insurance & pure protection,51800.0,5.97,8676.7169,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,U.s. Bank Europe Dac,Banking and credit cards,1859.0,20.83,89.2463,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,UK Mortgage Lending LTD,Home finance,652.0,13.44,48.5119,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Utility Warehouse Limited,Insurance & pure protection,2693.0,11.7,230.1709,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,"Vanguard Asset Management, LTD",Decumulation & pensions,601.0,4.09,146.9438,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,"Vanguard Asset Management, LTD",Investments,1140.0,1.48,770.2703,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Vanquis Bank Limited,Banking and credit cards,26951.0,20.04,1344.8603,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Virgin Money Unit Trust Managers LTD,Decumulation & pensions,713.0,25.43,28.0378,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Virgin Money Unit Trust Managers LTD,Investments,1153.0,13.47,85.5976,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Vodafone Limited,Insurance & pure protection,290.0,0.83,349.3976,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Wesleyan Assurance Society,Decumulation & pensions,340.0,4.12,82.5243,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Wesleyan Assurance Society,Insurance & pure protection,143.0,0.19,752.6316,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Wesleyan Assurance Society,Investments,248.0,4.17,59.4724,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Yorkshire Building Society,Banking and credit cards,1776.0,0.51,3482.3529,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Yorkshire Building Society,Home finance,602.0,8.44,71.327,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Yorkshire Building Society,Insurance & pure protection,8.0,0.17,47.0588,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Zempler Bank Limited,Banking and credit cards,1805.0,3.34,540.4192,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Zopa Bank Limited,Banking and credit cards,3286.0,3.42,960.8187,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Zurich Assurance LTD,Decumulation & pensions,1085.0,3.54,306.4972,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Zurich Assurance LTD,Insurance & pure protection,2249.0,0.76,2959.2105,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Zurich Assurance LTD,Investments,364.0,4.89,74.4376,thousands of relevant accounts/policies (FCA Context - Provision)
2024H2,Zurich Insurance Company LTD,Insurance & pure protection,3112.0,1.13,2753.9823,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Accord Mortgages Limited,Banking and credit cards,22.0,2.36,9.322,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Accord Mortgages Limited,Home finance,896.0,4.25,210.8235,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Accredited Insurance (europe) LTD,Insurance & pure protection,4649.0,1.23,3779.6748,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Acm Ulr Limited,Insurance & pure protection,723.0,9.15,79.0164,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Acorn Insurance & Financial Services LTD,Insurance & pure protection,805.0,1.39,579.1367,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Acromas Insurance Company Limited,Insurance & pure protection,2446.0,0.98,2495.9184,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Action 365 LTD,Insurance & pure protection,789.0,10.29,76.6764,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Adrian Flux Insurance Services Group,Insurance & pure protection,1554.0,1.72,903.4884,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Affinity Insurance Solutions Limited,Insurance & pure protection,663.0,1.98,334.8485,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Ageas Insurance Limited,Insurance & pure protection,5090.0,1.2,4241.6667,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Ageas Retail Limited,Insurance & pure protection,912.0,1.3,701.5385,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Aioi Nissay Dowa Insurance UK Limited,Insurance & pure protection,1585.0,5.26,301.3308,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Aj Bell Management Limited,Decumulation & pensions,1350.0,5.23,258.1262,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Aj Bell Securities Limited,Banking and credit cards,51.0,18.29,2.7884,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Aj Bell Securities Limited,Decumulation & pensions,216.0,0.84,257.1429,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Aj Bell Securities Limited,Investments,966.0,1.91,505.7592,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Aldermore Bank PLC,Banking and credit cards,962.0,2.19,439.2694,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Aldermore Bank PLC,Home finance,671.0,13.52,49.6302,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Allianz Insurance PLC,Insurance & pure protection,2758.0,0.55,5014.5455,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,American Express Services Europe Limited,Banking and credit cards,13170.0,4.07,3235.8722,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,American Express Services Europe Limited,Insurance & pure protection,183.0,0.05,3660.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,American International Group UK Limited,Insurance & pure protection,925.0,0.21,4404.7619,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Amtrust Specialty Limited,Insurance & pure protection,2170.0,0.38,5710.5263,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Arag Legal Expenses Insurance Company Limited,Insurance & pure protection,2041.0,0.28,7289.2857,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Assurant General Insurance Limited,Insurance & pure protection,5778.0,1.1,5252.7273,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Astrenska Insurance Limited,Insurance & pure protection,2026.0,0.35,5788.5714,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Asurion Europe Limited,Insurance & pure protection,1548.0,2.27,681.9383,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Atlanta Insurance Intermediaries Limited,Insurance & pure protection,9569.0,4.77,2006.0797,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Avantia Insurance Limited,Insurance & pure protection,1122.0,3.36,333.9286,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Aviva Insurance Limited,Insurance & pure protection,48979.0,2.75,17810.5455,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Aviva Life Services UK Limited,Decumulation & pensions,17246.0,2.04,8453.9216,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Aviva Life Services UK Limited,Home finance,797.0,8.4,94.881,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Aviva Life Services UK Limited,Insurance & pure protection,3995.0,1.07,3733.6449,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Aviva Life Services UK Limited,Investments,3048.0,2.91,1047.4227,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Aviva Protection UK Limited,Insurance & pure protection,642.0,0.51,1258.8235,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Awp Assistance UK LTD,Insurance & pure protection,2911.0,0.59,4933.8983,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Awp P&c S.a.,Insurance & pure protection,1771.0,0.36,4919.4444,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Axa Insurance Designated Activity Company,Insurance & pure protection,2085.0,8.42,247.6247,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Axa Insurance UK PLC,Insurance & pure protection,16910.0,5.56,3041.3669,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Axa Ppp Healthcare Limited,Insurance & pure protection,21855.0,13.62,1604.6256,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Bank Of Ireland (uk) PLC,Banking and credit cards,2208.0,2.3,960.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Bank Of Ireland (uk) PLC,Home finance,972.0,10.48,92.7481,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Bank Of Scotland PLC,Banking and credit cards,65337.0,1.83,35703.2787,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Bank Of Scotland PLC,Decumulation & pensions,5.0,0.04,125.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Bank Of Scotland PLC,Home finance,12120.0,5.73,2115.1832,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Bank Of Scotland PLC,Insurance & pure protection,211.0,0.33,639.3939,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Bank Of Scotland PLC,Investments,41.0,0.33,124.2424,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Barclays Bank PLC,Banking and credit cards,9513.0,7.76,1225.9021,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Barclays Bank PLC,Home finance,2.0,2.3,0.8696,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Barclays Bank PLC,Investments,1418.0,2.97,477.4411,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Barclays Bank UK PLC,Banking and credit cards,147524.0,3.7,39871.3514,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Barclays Bank UK PLC,Home finance,6544.0,7.47,876.0375,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Barclays Bank UK PLC,Insurance & pure protection,162.0,0.74,218.9189,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Bisl Limited,Insurance & pure protection,12473.0,5.46,2284.4322,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,British Gas Services Limited,Insurance & pure protection,51725.0,9.56,5410.5649,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Bupa Insurance Services Limited,Insurance & pure protection,31133.0,9.1,3421.2088,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Call Assist Limited,Insurance & pure protection,711.0,3.29,216.1094,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Canada Life Limited,Decumulation & pensions,329.0,0.74,444.5946,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Canada Life Limited,Insurance & pure protection,200.0,0.07,2857.1429,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Canada Life Limited,Investments,39.0,2.67,14.6067,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Capital One (europe) PLC,Banking and credit cards,24847.0,4.55,5460.8791,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Car Care Plan Limited,Insurance & pure protection,886.0,1.1,805.4545,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Carole Nash Insurance Consultants Limited,Insurance & pure protection,3049.0,5.82,523.8832,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Castelan Limited,Insurance & pure protection,552.0,0.44,1254.5455,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Casualty & General Insurance Company (europe) LTD,Insurance & pure protection,1114.0,5.04,221.0317,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Charter Court Financial Services Limited,Banking and credit cards,741.0,2.57,288.3268,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Charter Court Financial Services Limited,Home finance,1133.0,16.9,67.0414,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Chubb European Group Se,Insurance & pure protection,4134.0,0.65,6360.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Clearbank Limited,Banking and credit cards,3961.0,1.44,2750.6944,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Clydesdale Bank PLC,Banking and credit cards,29819.0,3.55,8399.7183,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Clydesdale Bank PLC,Home finance,1840.0,5.65,325.6637,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Clydesdale Bank PLC,Insurance & pure protection,9.0,0.1,90.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Cofunds Limited,Decumulation & pensions,76.0,3.69,20.5962,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Cofunds Limited,Investments,950.0,1.25,760.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Complete Cover Group LTD,Insurance & pure protection,905.0,24.15,37.4741,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Countrywide Assured PLC,Decumulation & pensions,332.0,1.24,267.7419,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Countrywide Assured PLC,Insurance & pure protection,263.0,2.16,121.7593,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Countrywide Assured PLC,Investments,81.0,0.35,231.4286,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Coutts & Company,Banking and credit cards,1459.0,5.01,291.2176,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Coutts & Company,Decumulation & pensions,14.0,2.83,4.947,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Coutts & Company,Home finance,84.0,7.32,11.4754,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Coutts & Company,Insurance & pure protection,13.0,1.01,12.8713,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Coutts & Company,Investments,107.0,2.15,49.7674,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Covea Insurance PLC,Insurance & pure protection,2528.0,1.8,1404.4444,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Coventry Building Society,Banking and credit cards,3806.0,1.41,2699.2908,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Coventry Building Society,Home finance,658.0,1.86,353.7634,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Creation Consumer Finance LTD,Banking and credit cards,9886.0,4.0,2471.5,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Cynergy Bank PLC,Banking and credit cards,1047.0,5.34,196.0674,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Cynergy Bank PLC,Home finance,2.0,1.31,1.5267,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Digital Moneybox Limited,Banking and credit cards,535.0,0.36,1486.1111,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Digital Moneybox Limited,Decumulation & pensions,19.0,0.2,95.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Digital Moneybox Limited,Investments,101.0,0.1,1010.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Domestic & General Insurance PLC,Insurance & pure protection,60444.0,5.1,11851.7647,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Elderbridge Limited,Home finance,756.0,45.42,16.6446,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Embark Investment Services Limited,Decumulation & pensions,305.0,2.35,129.7872,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Embark Investment Services Limited,Investments,323.0,0.86,375.5814,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Embark Services Limited,Decumulation & pensions,515.0,10.62,48.4934,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Equiniti Financial Services Limited,Decumulation & pensions,26.0,58.43,0.445,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Equiniti Financial Services Limited,Investments,2333.0,0.39,5982.0513,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Ergo Travel Insurance Services LTD,Insurance & pure protection,2738.0,1.31,2090.0763,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Esure Insurance Limited,Insurance & pure protection,14395.0,3.35,4297.0149,thousands of relevant accounts/policies (FCA Context - Provision)
