reporting_period,firm_name,product_group,complaints_opened,denominator,complaint_rate_per_1k,denominator_unit
2025H1,Eui Limited,Insurance & pure protection,70326.0,4.14,16986.9565,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Evolution Insurance Company Limited,Insurance & pure protection,540.0,0.77,701.2987,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Exeter Friendly Society Limited,Insurance & pure protection,1294.0,8.94,144.7427,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Financial Administration Services Limited,Decumulation & pensions,630.0,3.27,192.6606,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Financial Administration Services Limited,Investments,1224.0,1.28,956.25,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,First Central Insurance Management Limited,Insurance & pure protection,8149.0,5.73,1422.164,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Forester Life Limited,Decumulation & pensions,31.0,2.2,14.0909,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Forester Life Limited,Insurance & pure protection,29.0,0.65,44.6154,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Forester Life Limited,Investments,552.0,0.52,1061.5385,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Fortegra Europe Insurance Company LTD,Insurance & pure protection,3743.0,1.0,3743.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,HSBC Bank PLC,Banking and credit cards,465.0,0.29,1603.4483,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,HSBC Bank PLC,Insurance & pure protection,2.0,0.15,13.3333,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,HSBC Bank PLC,Investments,47.0,3.15,14.9206,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,HSBC UK Bank PLC,Banking and credit cards,84351.0,2.95,28593.5593,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,HSBC UK Bank PLC,Decumulation & pensions,66.0,0.21,314.2857,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,HSBC UK Bank PLC,Home finance,5264.0,5.42,971.2177,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,HSBC UK Bank PLC,Insurance & pure protection,548.0,0.06,9133.3333,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,HSBC UK Bank PLC,Investments,1160.0,1.03,1126.2136,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Halifax Share Dealing Limited,Decumulation & pensions,35.0,4.82,7.2614,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Halifax Share Dealing Limited,Investments,651.0,0.96,678.125,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Hargreaves Lansdown Asset Management Limited,Decumulation & pensions,1938.0,2.26,857.5221,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Hargreaves Lansdown Asset Management Limited,Investments,4701.0,1.38,3406.5217,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Hbos Investment Fund Managers Limited,Investments,734.0,2.53,290.1186,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Helvetia Global Solutions LTD,Insurance & pure protection,914.0,0.46,1986.9565,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Highway Insurance Company Limited,Insurance & pure protection,744.0,1.06,701.8868,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Hiscox Insurance Company Limited,Insurance & pure protection,510.0,0.92,554.3478,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Home Retail Group Card Services Limited,Banking and credit cards,4438.0,1.49,2978.5235,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Hood Travel Limited,Insurance & pure protection,740.0,4.49,164.8107,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Howserv Limited,Insurance & pure protection,2358.0,1.7,1387.0588,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,I Go 4 Ltd.,Insurance & pure protection,940.0,1.27,740.1575,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Ikano Bank Ab (publ),Banking and credit cards,1191.0,4.33,275.0577,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Inshur UK LTD,Insurance & pure protection,614.0,8.21,74.7868,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Insurance Factory Limited,Insurance & pure protection,2708.0,7.58,357.2559,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Intact Insurance UK Limited,Insurance & pure protection,8694.0,3.08,2822.7273,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Interactive Brokers (u.k.) Limited,Investments,927.0,2.23,415.6951,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Interactive Investor Services Limited,Decumulation & pensions,280.0,2.87,97.561,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Interactive Investor Services Limited,Investments,2225.0,2.59,859.0734,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,J.p. Morgan Europe Limited,Banking and credit cards,10803.0,1.37,7885.4015,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,James Hay Administration Company Limited,Decumulation & pensions,950.0,18.74,50.6937,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Janus Henderson Fund Management UK Limited,Investments,569.0,2.68,212.3134,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Kensington Mortgage Company Limited,Home finance,919.0,14.57,63.0748,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Landmark Mortgages Limited,Home finance,604.0,37.71,16.017,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Leeds Building Society,Banking and credit cards,2336.0,2.26,1033.6283,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Leeds Building Society,Home finance,1076.0,5.25,204.9524,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Legal And General Assurance Society Limited,Decumulation & pensions,1386.0,1.18,1174.5763,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Legal And General Assurance Society Limited,Insurance & pure protection,3051.0,0.7,4358.5714,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Lenvi Servicing Limited,Home finance,756.0,3.7,204.3243,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Liverpool Victoria Financial Services Limited,Decumulation & pensions,384.0,2.55,150.5882,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Liverpool Victoria Financial Services Limited,Insurance & pure protection,1349.0,1.42,950.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Liverpool Victoria Financial Services Limited,Investments,274.0,4.46,61.435,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Liverpool Victoria Insurance Company Limited,Insurance & pure protection,10359.0,2.52,4110.7143,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Lloyds Bank General Insurance Limited,Insurance & pure protection,5782.0,2.27,2547.1366,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Lloyds Bank PLC,Banking and credit cards,78119.0,2.13,36675.5869,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Lloyds Bank PLC,Decumulation & pensions,43.0,0.24,179.1667,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Lloyds Bank PLC,Home finance,2845.0,7.97,356.9636,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Lloyds Bank PLC,Insurance & pure protection,350.0,0.52,673.0769,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Lloyds Bank PLC,Investments,46.0,0.17,270.5882,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,MBNA Limited,Banking and credit cards,9487.0,3.47,2734.0058,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,MBNA Limited,Insurance & pure protection,8.0,0.35,22.8571,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Manypets LTD,Insurance & pure protection,3709.0,12.78,290.2191,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Marks & Spencer Financial Services PLC,Banking and credit cards,7097.0,2.77,2562.0939,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Marks & Spencer Financial Services PLC,Insurance & pure protection,100.0,0.13,769.2308,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Marshmallow Financial Services LTD,Insurance & pure protection,5700.0,21.16,269.3762,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Metlife Europe D.a.c.,Insurance & pure protection,808.0,1.78,453.9326,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Metro Bank PLC,Banking and credit cards,9473.0,3.45,2745.7971,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Metro Bank PLC,Home finance,201.0,10.77,18.663,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Millennium Insurance Company Limited,Insurance & pure protection,759.0,0.91,834.0659,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Monzo Bank LTD,Banking and credit cards,34946.0,2.31,15128.1385,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Monzo Bank LTD,Decumulation & pensions,30.0,1.34,22.3881,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Monzo Bank LTD,Investments,116.0,0.24,483.3333,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,National House-building Council,Insurance & pure protection,698.0,0.48,1454.1667,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,National Westminster Bank Public Limited Company,Banking and credit cards,87171.0,2.81,31021.7082,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,National Westminster Bank Public Limited Company,Decumulation & pensions,41.0,3.14,13.0573,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,National Westminster Bank Public Limited Company,Home finance,6580.0,5.7,1154.386,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,National Westminster Bank Public Limited Company,Investments,245.0,1.07,228.972,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Nationwide Building Society,Banking and credit cards,61048.0,1.92,31795.8333,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Nationwide Building Society,Home finance,4514.0,2.78,1623.741,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Newcastle Building Society,Banking and credit cards,498.0,1.27,392.126,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Newcastle Building Society,Home finance,204.0,5.25,38.8571,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Northern Bank Limited,Banking and credit cards,1379.0,1.51,913.245,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Northern Bank Limited,Home finance,79.0,2.18,36.2385,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Nutmeg Saving And Investment Limited,Decumulation & pensions,256.0,10.22,25.0489,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Nutmeg Saving And Investment Limited,Investments,863.0,2.94,293.5374,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,One Call Insurance Services Limited,Insurance & pure protection,3098.0,2.18,1421.1009,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Onesavings Bank PLC,Banking and credit cards,1778.0,3.69,481.8428,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Onesavings Bank PLC,Home finance,959.0,15.79,60.7346,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Ovo Home Services LTD,Insurance & pure protection,2067.0,8.5,243.1765,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Paragon Bank PLC,Banking and credit cards,640.0,1.45,441.3793,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Paragon Bank PLC,Home finance,238.0,3.04,78.2895,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,People's Administration Services Limited,Decumulation & pensions,6548.0,0.88,7440.9091,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Pepper (uk) Limited,Home finance,680.0,31.25,21.76,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Phoenix Life Ca Limited,Decumulation & pensions,623.0,1.99,313.0653,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Phoenix Life Ca Limited,Insurance & pure protection,396.0,5.94,66.6667,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Phoenix Life Ca Limited,Investments,75.0,9.95,7.5377,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Phoenix Life Limited,Decumulation & pensions,11963.0,2.0,5981.5,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Phoenix Life Limited,Home finance,6.0,39.22,0.153,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Phoenix Life Limited,Insurance & pure protection,3321.0,1.79,1855.3073,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Phoenix Life Limited,Investments,885.0,4.11,215.3285,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Pinnacle Insurance Limited,Insurance & pure protection,2817.0,3.85,731.6883,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Principality Building Society,Banking and credit cards,807.0,1.1,733.6364,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Principality Building Society,Home finance,383.0,3.84,99.7396,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Qbe UK Limited,Insurance & pure protection,976.0,4.93,197.9716,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Quilter Life & Pensions Limited,Decumulation & pensions,575.0,2.18,263.7615,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Quilter Life & Pensions Limited,Investments,134.0,2.7,49.6296,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,RBS Collective Investment Funds Limited,Investments,2028.0,3.48,582.7586,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Rac Financial Services Limited,Insurance & pure protection,8793.0,0.75,11724.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Reassure Life Limited,Decumulation & pensions,195.0,4.06,48.0296,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Reassure Life Limited,Insurance & pure protection,335.0,7.71,43.4501,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Reassure Life Limited,Investments,139.0,5.95,23.3613,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Reassure Limited,Decumulation & pensions,3646.0,2.18,1672.4771,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Reassure Limited,Home finance,1.0,3.97,0.2519,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Reassure Limited,Insurance & pure protection,597.0,2.87,208.0139,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Reassure Limited,Investments,503.0,3.4,147.9412,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Rothesay Life PLC,Decumulation & pensions,725.0,1.38,525.3623,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Sabre Insurance Company Limited,Insurance & pure protection,590.0,2.38,247.8992,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Saga Services Limited,Insurance & pure protection,8353.0,6.37,1311.303,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Sainsbury's Bank PLC,Banking and credit cards,2808.0,2.81,999.2883,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Sainsbury's Bank PLC,Insurance & pure protection,860.0,3.09,278.3172,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Santander UK PLC,Banking and credit cards,57110.0,2.34,24405.9829,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Santander UK PLC,Home finance,5040.0,4.77,1056.6038,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Santander UK PLC,Insurance & pure protection,131.0,0.35,374.2857,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Santander UK PLC,Investments,78.0,0.36,216.6667,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Scottish Equitable PLC,Decumulation & pensions,7562.0,2.38,3177.3109,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Scottish Equitable PLC,Insurance & pure protection,10.0,2.58,3.876,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Scottish Equitable PLC,Investments,329.0,20.98,15.6816,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Scottish Friendly Assurance Society Limited,Decumulation & pensions,445.0,4.99,89.1784,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Scottish Friendly Assurance Society Limited,Insurance & pure protection,407.0,0.4,1017.5,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Scottish Friendly Assurance Society Limited,Investments,813.0,4.21,193.1116,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Scottish Widows Limited,Decumulation & pensions,7493.0,1.43,5239.8601,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Scottish Widows Limited,Insurance & pure protection,1413.0,1.24,1139.5161,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Scottish Widows Limited,Investments,1940.0,10.63,182.5024,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Scottish Widows Unit Trust Managers Limited,Investments,536.0,1.76,304.5455,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Shawbrook Bank Limited,Banking and credit cards,1063.0,2.44,435.6557,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Shawbrook Bank Limited,Home finance,479.0,22.03,21.7431,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Simplyhealth Access,Insurance & pure protection,2222.0,0.99,2244.4444,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Skipton Building Society,Banking and credit cards,4282.0,2.81,1523.8434,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Skipton Building Society,Home finance,593.0,2.84,208.8028,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Society Of Lloyd's,Insurance & pure protection,4972.0,0.61,8150.8197,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,St. James's Place UK PLC,Decumulation & pensions,562.0,0.92,610.8696,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,St. James's Place UK PLC,Insurance & pure protection,5.0,0.55,9.0909,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,St. James's Place UK PLC,Investments,200.0,1.01,198.0198,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Starling Bank Limited,Banking and credit cards,20833.0,4.52,4609.0708,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Starr International (europe) Limited,Insurance & pure protection,1326.0,4.31,307.6566,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Swift 1st Limited,Home finance,867.0,137.27,6.316,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,TSB Bank PLC,Banking and credit cards,28085.0,3.07,9148.2085,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,TSB Bank PLC,Home finance,1614.0,6.6,244.5455,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Telefonica Seguros Y Reaseguros Compania Aseguradora S.a.u.,Insurance & pure protection,3103.0,4.27,726.6979,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Tesco Personal Finance Limited,Insurance & pure protection,4180.0,2.36,1771.1864,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Tesco Underwriting Limited,Insurance & pure protection,2550.0,1.42,1795.7746,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The Co-operative Bank PLC,Banking and credit cards,9034.0,2.62,3448.0916,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The Co-operative Bank PLC,Home finance,1507.0,11.13,135.3998,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The Mortgage Works (uk) PLC,Home finance,1463.0,5.07,288.5602,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The National Farmers' Union Mutual Insurance Society Limited,Decumulation & pensions,104.0,0.98,106.1224,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The National Farmers' Union Mutual Insurance Society Limited,Insurance & pure protection,5252.0,2.93,1792.4915,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The National Farmers' Union Mutual Insurance Society Limited,Investments,56.0,0.86,65.1163,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The Prudential Assurance Company Limited,Decumulation & pensions,6193.0,2.66,2328.1955,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The Prudential Assurance Company Limited,Home finance,38.0,5.38,7.0632,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The Prudential Assurance Company Limited,Insurance & pure protection,718.0,0.46,1560.8696,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The Prudential Assurance Company Limited,Investments,2525.0,4.1,615.8537,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The Royal Bank Of Scotland PLC,Banking and credit cards,18642.0,2.84,6564.0845,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The Royal Bank Of Scotland PLC,Decumulation & pensions,8.0,1.96,4.0816,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The Royal Bank Of Scotland PLC,Home finance,1287.0,10.57,121.7597,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The Royal Bank Of Scotland PLC,Investments,61.0,0.99,61.6162,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The Royal London Mutual Insurance Society Limited,Decumulation & pensions,6087.0,1.66,3666.8675,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The Royal London Mutual Insurance Society Limited,Insurance & pure protection,2152.0,0.58,3710.3448,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,The Royal London Mutual Insurance Society Limited,Investments,198.0,0.29,682.7586,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Topaz Finance Limited,Home finance,2301.0,19.83,116.0363,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Tradex Insurance Company PLC,Insurance & pure protection,3465.0,1.53,2264.7059,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Trading 212 UK Limited,Banking and credit cards,610.0,0.84,726.1905,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Trading 212 UK Limited,Investments,1014.0,0.39,2600.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,U K Insurance Limited,Insurance & pure protection,42802.0,5.12,8359.7656,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,U.s. Bank Europe Dac,Banking and credit cards,1732.0,20.32,85.2362,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,UK Mortgage Lending LTD,Home finance,705.0,13.21,53.3687,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Utility Warehouse Limited,Insurance & pure protection,3996.0,19.88,201.006,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,"Vanguard Asset Management, Ltd.",Decumulation & pensions,686.0,4.26,161.0329,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,"Vanguard Asset Management, Ltd.",Investments,1766.0,2.16,817.5926,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Vanquis Bank Limited,Banking and credit cards,22086.0,16.32,1353.3088,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Virgin Money Unit Trust Managers LTD,Decumulation & pensions,381.0,5.64,67.5532,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Virgin Money Unit Trust Managers LTD,Investments,529.0,6.15,86.0163,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Vodafone Limited,Insurance & pure protection,225.0,0.66,340.9091,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Wesleyan Assurance Society,Decumulation & pensions,392.0,4.75,82.5263,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Wesleyan Assurance Society,Insurance & pure protection,122.0,0.16,762.5,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Wesleyan Assurance Society,Investments,261.0,4.39,59.4533,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,West Bay Insurance PLC,Insurance & pure protection,751.0,39526.32,0.019,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Yorkshire Building Society,Banking and credit cards,2271.0,0.65,3493.8462,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Yorkshire Building Society,Home finance,578.0,8.51,67.9201,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Yorkshire Building Society,Insurance & pure protection,19.0,0.72,26.3889,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Zempler Bank Limited,Banking and credit cards,1507.0,2.92,516.0959,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Zopa Bank Limited,Banking and credit cards,4637.0,4.06,1142.1182,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Zurich Assurance LTD,Decumulation & pensions,949.0,3.25,292.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Zurich Assurance LTD,Insurance & pure protection,2230.0,0.73,3054.7945,thousands of relevant accounts/policies (FCA Context - Provision)
2025H1,Zurich Assurance LTD,Investments,371.0,5.26,70.5323,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Accord Mortgages Limited,Banking and credit cards,14.0,1.44,9.7222,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Accord Mortgages Limited,Home finance,936.0,4.39,213.2118,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Accredited Insurance (europe) LTD,Insurance & pure protection,4337.0,1.57,2762.4204,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Acm Ulr Limited,Insurance & pure protection,636.0,13.04,48.773,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Acorn Insurance And Financial Services Limited,Insurance & pure protection,766.0,1.15,666.087,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Acromas Insurance Company Limited,Insurance & pure protection,1840.0,0.69,2666.6667,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Adrian Flux Insurance Services Group,Insurance & pure protection,2518.0,2.71,929.1513,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Ageas Insurance Limited,Insurance & pure protection,4403.0,1.03,4274.7573,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Ageas Retail Limited,Insurance & pure protection,909.0,1.34,678.3582,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Aioi Nissay Dowa Insurance UK Limited,Insurance & pure protection,1554.0,5.07,306.5089,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Aj Bell Management Limited,Decumulation & pensions,1051.0,3.81,275.853,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Aj Bell Securities Limited,Banking and credit cards,44.0,16.5,2.6667,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Aj Bell Securities Limited,Decumulation & pensions,316.0,1.14,277.193,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Aj Bell Securities Limited,Investments,1140.0,2.09,545.4545,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Aldermore Bank PLC,Banking and credit cards,754.0,1.69,446.1538,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Aldermore Bank PLC,Home finance,691.0,13.31,51.9159,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Allianz Insurance PLC,Insurance & pure protection,2908.0,0.56,5192.8571,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,American Express Services Europe Limited,Banking and credit cards,14708.0,4.29,3428.4382,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,American Express Services Europe Limited,Insurance & pure protection,106.0,0.03,3533.3333,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,American International Group UK Limited,Insurance & pure protection,955.0,0.2,4775.0,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Amtrust Specialty Limited,Insurance & pure protection,1976.0,0.36,5488.8889,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Antares Insurance Company Limited,Insurance & pure protection,650.0,3.29,197.5684,thousands of relevant accounts/policies (FCA Context - Provision)
2025H2,Arag Legal Expenses Insurance Company Limited,Insurance & pure protection,2976.0,0.31,9600.0,thousands of relevant accounts/policies (FCA Context - Provision)
