reporting_period,firm_name,total_complaints,period_order,complaint_share_pct
2025H1,Aviva Health UK Limited,1262.0,2,0.07
2025H1,Aviva Insurance Limited,48979.0,2,2.81
2025H1,Aviva Life Services UK Limited,25086.0,2,1.44
2025H1,Aviva Protection UK Limited,642.0,2,0.04
2025H1,Awp Assistance UK LTD,2911.0,2,0.17
2025H1,Awp P&c S.a.,1771.0,2,0.1
2025H1,Axa Insurance Designated Activity Company,2085.0,2,0.12
2025H1,Axa Insurance UK PLC,16910.0,2,0.97
2025H1,Axa Ppp Healthcare Limited,21855.0,2,1.26
2025H1,Bank Of Ireland (uk) PLC,3213.0,2,0.18
2025H1,Bank Of Scotland PLC,77714.0,2,4.47
2025H1,Barclays Bank PLC,10982.0,2,0.63
2025H1,Barclays Bank UK PLC,154273.0,2,8.87
2025H1,Bisl Limited,12473.0,2,0.72
2025H1,British Gas Services Limited,51725.0,2,2.97
2025H1,Bupa Insurance Services Limited,31133.0,2,1.79
2025H1,Cabot Credit Management Group Limited,47.0,2,0.0
2025H1,Call Assist Limited,711.0,2,0.04
2025H1,Canada Life Limited,568.0,2,0.03
2025H1,Capital One (europe) PLC,24855.0,2,1.43
2025H1,Car Care Plan Limited,886.0,2,0.05
2025H1,Carole Nash Insurance Consultants Limited,3049.0,2,0.18
2025H1,Castelan Limited,552.0,2,0.03
2025H1,Casualty & General Insurance Company (europe) LTD,1114.0,2,0.06
2025H1,Charter Court Financial Services Limited,1874.0,2,0.11
2025H1,Chubb European Group Se,4134.0,2,0.24
2025H1,Clearbank Limited,3961.0,2,0.23
2025H1,Close Brothers Limited,163.0,2,0.01
2025H1,Clydesdale Bank PLC,31691.0,2,1.82
2025H1,Cofunds Limited,1026.0,2,0.06
2025H1,Complete Cover Group LTD,905.0,2,0.05
2025H1,Connells Limited,543.0,2,0.03
2025H1,Countrywide Assured PLC,676.0,2,0.04
2025H1,Coutts & Company,1677.0,2,0.1
2025H1,Covea Insurance PLC,2528.0,2,0.15
2025H1,Coventry Building Society,4466.0,2,0.26
2025H1,Creation Consumer Finance LTD,9886.0,2,0.57
2025H1,Creation Financial Services Limited,404.0,2,0.02
2025H1,Cynergy Bank PLC,1049.0,2,0.06
2025H1,Digital Moneybox Limited,655.0,2,0.04
2025H1,Domestic & General Insurance PLC,60444.0,2,3.47
2025H1,Elderbridge Limited,756.0,2,0.04
2025H1,Embark Investment Services Limited,628.0,2,0.04
2025H1,Embark Services Limited,515.0,2,0.03
2025H1,Equiniti Financial Services Limited,2359.0,2,0.14
2025H1,Ergo Travel Insurance Services LTD,2738.0,2,0.16
2025H1,Ergo UK Specialty Limited,574.0,2,0.03
2025H1,Esure Insurance Limited,14395.0,2,0.83
2025H1,Eui Limited,70326.0,2,4.04
2025H1,Evolution Insurance Company Limited,540.0,2,0.03
2025H1,Exeter Friendly Society Limited,1294.0,2,0.07
2025H1,Experian Limited,0.0,2,0.0
2025H1,Family Assurance Friendly Society Limited,693.0,2,0.04
2025H1,Family Equity Plan Limited,1194.0,2,0.07
2025H1,Financial Administration Services Limited,1854.0,2,0.11
2025H1,First Central Insurance Management Limited,8149.0,2,0.47
2025H1,Firstrand Bank Limited,21.0,2,0.0
2025H1,Forester Life Limited,612.0,2,0.04
2025H1,Fortegra Europe Insurance Company LTD,3743.0,2,0.22
2025H1,Funding Circle LTD,15.0,2,0.0
2025H1,HSBC Bank PLC,514.0,2,0.03
2025H1,HSBC UK Bank PLC,91389.0,2,5.25
2025H1,Halifax Share Dealing Limited,686.0,2,0.04
2025H1,Hargreaves Lansdown Asset Management Limited,6639.0,2,0.38
2025H1,Hastings Insurance Services Limited,18123.0,2,1.04
2025H1,Hbos Investment Fund Managers Limited,734.0,2,0.04
2025H1,Helvetia Global Solutions LTD,914.0,2,0.05
2025H1,Highway Insurance Company Limited,744.0,2,0.04
2025H1,Hiscox Insurance Company Limited,510.0,2,0.03
2025H1,Home Retail Group Card Services Limited,4438.0,2,0.26
2025H1,Homeserve Membership Limited,2971.0,2,0.17
2025H1,Hood Travel Limited,740.0,2,0.04
2025H1,Howserv Limited,2358.0,2,0.14
2025H1,I Go 4 Ltd.,940.0,2,0.05
2025H1,Ikano Bank Ab (publ),1191.0,2,0.07
2025H1,Inshur UK LTD,614.0,2,0.04
2025H1,Insurance Factory Limited,2708.0,2,0.16
2025H1,Intact Insurance UK Limited,8694.0,2,0.5
2025H1,Inter Partner Assistance Sa,8212.0,2,0.47
2025H1,Interactive Brokers (u.k.) Limited,927.0,2,0.05
2025H1,Interactive Investor Services Limited,2505.0,2,0.14
2025H1,J.p. Morgan Europe Limited,10803.0,2,0.62
2025H1,James Hay Administration Company Limited,950.0,2,0.05
2025H1,Janus Henderson Fund Management UK Limited,569.0,2,0.03
2025H1,Kensington Mortgage Company Limited,919.0,2,0.05
2025H1,Kroo Bank LTD,893.0,2,0.05
2025H1,Landmark Mortgages Limited,604.0,2,0.03
2025H1,Leeds Building Society,3417.0,2,0.2
2025H1,Legal And General Assurance Society Limited,4437.0,2,0.25
2025H1,Lenvi Servicing Limited,756.0,2,0.04
2025H1,Link Financial Outsourcing Limited,11.0,2,0.0
2025H1,Liverpool Victoria Financial Services Limited,2007.0,2,0.12
2025H1,Liverpool Victoria Insurance Company Limited,10359.0,2,0.6
2025H1,Lloyds Bank General Insurance Limited,5782.0,2,0.33
2025H1,Lloyds Bank PLC,81403.0,2,4.68
2025H1,London And Country Mortgages LTD,633.0,2,0.04
2025H1,M & G Securities Limited,738.0,2,0.04
2025H1,MBNA Limited,9495.0,2,0.55
2025H1,Manypets LTD,3709.0,2,0.21
2025H1,Marks & Spencer Financial Services PLC,7197.0,2,0.41
2025H1,Marshmallow Financial Services LTD,5700.0,2,0.33
2025H1,Metlife Europe D.a.c.,808.0,2,0.05
2025H1,Metro Bank PLC,9674.0,2,0.56
2025H1,Millennium Insurance Company Limited,759.0,2,0.04
2025H1,Monzo Bank LTD,35092.0,2,2.02
2025H1,Moorcroft Debt Recovery Limited,468.0,2,0.03
2025H1,Motonovo Finance Limited,22.0,2,0.0
2025H1,Munich Re Digital Partners Limited,3850.0,2,0.22
2025H1,National House-building Council,698.0,2,0.04
2025H1,National Westminster Bank Public Limited Company,94120.0,2,5.41
2025H1,Nationwide Building Society,65786.0,2,3.78
2025H1,Newcastle Building Society,707.0,2,0.04
2025H1,Northern Bank Limited,1459.0,2,0.08
2025H1,Nutmeg Saving And Investment Limited,1119.0,2,0.06
2025H1,One Call Insurance Services Limited,3098.0,2,0.18
2025H1,Onesavings Bank PLC,2737.0,2,0.16
2025H1,Ovo Home Services LTD,2067.0,2,0.12
2025H1,Paragon Bank PLC,880.0,2,0.05
2025H1,People's Administration Services Limited,6548.0,2,0.38
2025H1,Pepper (uk) Limited,680.0,2,0.04
2025H1,Phoenix Life Ca Limited,1094.0,2,0.06
2025H1,Phoenix Life Limited,16175.0,2,0.93
2025H1,Pinnacle Insurance Limited,2817.0,2,0.16
2025H1,Principality Building Society,1192.0,2,0.07
2025H1,Qbe UK Limited,976.0,2,0.06
2025H1,Qmetric Group Limited,4122.0,2,0.24
2025H1,Quilter Financial Services Limited,965.0,2,0.06
2025H1,Quilter Life & Pensions Limited,709.0,2,0.04
2025H1,RBS Collective Investment Funds Limited,2028.0,2,0.12
2025H1,Rac Financial Services Limited,8793.0,2,0.51
2025H1,Reassure Life Limited,669.0,2,0.04
2025H1,Reassure Limited,4747.0,2,0.27
2025H1,Reassured LTD,556.0,2,0.03
2025H1,Rothesay Life PLC,725.0,2,0.04
2025H1,Sabre Insurance Company Limited,590.0,2,0.03
2025H1,Saga Services Limited,8353.0,2,0.48
2025H1,Sainsbury's Bank PLC,3668.0,2,0.21
2025H1,Santander UK PLC,62386.0,2,3.58
2025H1,Scottish Equitable PLC,7901.0,2,0.45
2025H1,Scottish Friendly Assurance Society Limited,1665.0,2,0.1
2025H1,Scottish Widows Limited,10846.0,2,0.62
2025H1,Scottish Widows Unit Trust Managers Limited,536.0,2,0.03
2025H1,Secure Trust Bank Public Limited Company,402.0,2,0.02
2025H1,Shawbrook Bank Limited,1542.0,2,0.09
2025H1,Shop Direct Finance Company Limited,394.0,2,0.02
2025H1,Simplyhealth Access,2222.0,2,0.13
2025H1,Skipton Building Society,5026.0,2,0.29
2025H1,Society Of Lloyd's,4972.0,2,0.29
2025H1,Somerset Bridge Insurance Services Limited,1403.0,2,0.08
2025H1,St. James's Place UK PLC,767.0,2,0.04
2025H1,St. James's Place Wealth Management PLC,5511.0,2,0.32
2025H1,Starling Bank Limited,20833.0,2,1.2
2025H1,Starr International (europe) Limited,1326.0,2,0.08
2025H1,Swift 1st Limited,867.0,2,0.05
2025H1,TSB Bank PLC,29722.0,2,1.71
2025H1,Telefonica Seguros Y Reaseguros Compania Aseguradora S.a.u.,3103.0,2,0.18
2025H1,Telefonica UK Limited,416.0,2,0.02
2025H1,Tesco Personal Finance Limited,4180.0,2,0.24
2025H1,Tesco Underwriting Limited,2550.0,2,0.15
2025H1,The Co-operative Bank PLC,10542.0,2,0.61
2025H1,The Mortgage Works (uk) PLC,1463.0,2,0.08
2025H1,The National Farmers' Union Mutual Insurance Society Limited,5412.0,2,0.31
2025H1,The Prudential Assurance Company Limited,9474.0,2,0.54
2025H1,The Royal Bank Of Scotland PLC,20019.0,2,1.15
2025H1,The Royal London Mutual Insurance Society Limited,8437.0,2,0.48
2025H1,Topaz Finance Limited,2301.0,2,0.13
2025H1,Tradex Insurance Company PLC,3465.0,2,0.2
2025H1,Trading 212 UK Limited,1624.0,2,0.09
2025H1,U K Insurance Limited,42802.0,2,2.46
2025H1,U.s. Bank Europe Dac,1732.0,2,0.1
2025H1,UK Mortgage Lending LTD,705.0,2,0.04
2025H1,Usay Business LTD,666.0,2,0.04
2025H1,Utility Warehouse Limited,3996.0,2,0.23
2025H1,"Vanguard Asset Management, Ltd.",2452.0,2,0.14
2025H1,Vanquis Bank Limited,22086.0,2,1.27
2025H1,Virgin Money Unit Trust Managers LTD,910.0,2,0.05
2025H1,Vitality Corporate Services Limited,10069.0,2,0.58
2025H1,Vodafone Limited,225.0,2,0.01
2025H1,Volkswagen Financial Services (uk) Limited,35.0,2,0.0
2025H1,Wesleyan Assurance Society,775.0,2,0.04
2025H1,West Bay Insurance PLC,751.0,2,0.04
2025H1,Xbridge Limited,1186.0,2,0.07
2025H1,Yorkshire Building Society,2869.0,2,0.16
2025H1,Zempler Bank Limited,1507.0,2,0.09
2025H1,Zopa Bank Limited,4637.0,2,0.27
2025H1,Zurich Assurance LTD,3550.0,2,0.2
2025H1,Zurich Insurance Company LTD,2848.0,2,0.16
2025H2,Accord Mortgages Limited,950.0,3,0.06
2025H2,Accredited Insurance (europe) LTD,4337.0,3,0.26
2025H2,Acm Ulr Limited,636.0,3,0.04
2025H2,Acorn Insurance And Financial Services Limited,766.0,3,0.05
2025H2,Acromas Insurance Company Limited,1840.0,3,0.11
2025H2,Admiral Financial Services Limited,16.0,3,0.0
2025H2,Adrian Flux Insurance Services Group,2518.0,3,0.15
2025H2,Advisory Insurance Brokers Limited,651.0,3,0.04
2025H2,Ageas Insurance Limited,4403.0,3,0.27
2025H2,Ageas Retail Limited,909.0,3,0.06
2025H2,Aioi Nissay Dowa Insurance UK Limited,1554.0,3,0.09
2025H2,Aj Bell Management Limited,1051.0,3,0.06
2025H2,Aj Bell Securities Limited,1500.0,3,0.09
2025H2,Aldermore Bank PLC,1445.0,3,0.09
2025H2,Allianz Insurance PLC,2908.0,3,0.18
2025H2,American Express Services Europe Limited,14814.0,3,0.9
2025H2,American International Group UK Limited,955.0,3,0.06
2025H2,Amtrust Specialty Limited,1976.0,3,0.12
2025H2,Animal Friends Insurance Services Limited,3482.0,3,0.21
2025H2,Antares Insurance Company Limited,650.0,3,0.04
2025H2,Arag Legal Expenses Insurance Company Limited,2976.0,3,0.18
2025H2,Arthur J. Gallagher Insurance Brokers Limited,977.0,3,0.06
2025H2,Ascent Performance Group Limited,514.0,3,0.03
2025H2,Assurant General Insurance Limited,6731.0,3,0.41
2025H2,Astrenska Insurance Limited,2862.0,3,0.17
2025H2,Asurion Europe Limited,1566.0,3,0.09
2025H2,Atlanta Insurance Intermediaries Limited,8517.0,3,0.52
2025H2,Automobile Association Insurance Services Limited,6657.0,3,0.4
2025H2,Avantia Insurance Limited,1100.0,3,0.07
2025H2,Aviva Health UK Limited,1236.0,3,0.07
2025H2,Aviva Insurance Limited,49795.0,3,3.01
2025H2,Aviva Life Services UK Limited,26131.0,3,1.58
2025H2,Aviva Protection UK Limited,760.0,3,0.05
2025H2,Awp Assistance UK LTD,3144.0,3,0.19
2025H2,Awp P&c S.a.,2042.0,3,0.12
2025H2,Axa Insurance Designated Activity Company,1817.0,3,0.11
2025H2,Axa Insurance UK PLC,16052.0,3,0.97
2025H2,Axa Ppp Healthcare Limited,19555.0,3,1.18
2025H2,Bank Of Ireland (uk) PLC,2643.0,3,0.16
2025H2,Bank Of Scotland PLC,79508.0,3,4.81
2025H2,Barclays Bank PLC,10416.0,3,0.63
2025H2,Barclays Bank UK PLC,85996.0,3,5.2
2025H2,Bisl Limited,11577.0,3,0.7
2025H2,British Gas Services Limited,49016.0,3,2.97
2025H2,Bupa Insurance Services Limited,28091.0,3,1.7
2025H2,Cabot Credit Management Group Limited,35.0,3,0.0
2025H2,Caf Bank Limited,1060.0,3,0.06
2025H2,Call Assist Limited,724.0,3,0.04
2025H2,Canada Life Limited,546.0,3,0.03
2025H2,Capital One (europe) PLC,30593.0,3,1.85
2025H2,Car Care Plan Limited,876.0,3,0.05
2025H2,Carfinance247 Limited,199.0,3,0.01
2025H2,Carmoola Limited,0.0,3,0.0
2025H2,Carole Nash Insurance Consultants Limited,2650.0,3,0.16
2025H2,Castelan Limited,742.0,3,0.04
2025H2,Casualty & General Insurance Company (europe) LTD,1027.0,3,0.06
2025H2,Charter Court Financial Services Limited,1834.0,3,0.11
2025H2,Chubb European Group Se,4417.0,3,0.27
2025H2,Clearbank Limited,3339.0,3,0.2
2025H2,Close Brothers Limited,382.0,3,0.02
2025H2,Clydesdale Bank PLC,34185.0,3,2.07
2025H2,Cofunds Limited,772.0,3,0.05
2025H2,Complete Cover Group LTD,560.0,3,0.03
2025H2,Connells Limited,608.0,3,0.04
2025H2,Countrywide Assured PLC,787.0,3,0.05
2025H2,Coutts & Company,1845.0,3,0.11
2025H2,Covea Insurance PLC,2497.0,3,0.15
2025H2,Coventry Building Society,4145.0,3,0.25
2025H2,Creation Consumer Finance Limited,10537.0,3,0.64
2025H2,Cynergy Bank PLC,701.0,3,0.04
2025H2,Domestic & General Insurance PLC,56025.0,3,3.39
2025H2,Ebs Pensions Limited,1176.0,3,0.07
2025H2,Elderbridge Limited,758.0,3,0.05
2025H2,Embark Investment Services Limited,759.0,3,0.05
2025H2,Embark Services Limited,730.0,3,0.04
2025H2,Equiniti Financial Services Limited,2875.0,3,0.17
2025H2,Ergo Travel Insurance Services LTD,4524.0,3,0.27
2025H2,Esure Insurance Limited,11352.0,3,0.69
2025H2,Etoro (uk) Limited,504.0,3,0.03
2025H2,Eui Limited,60221.0,3,3.64
2025H2,Eversure Limited,612.0,3,0.04
2025H2,Evolution Insurance Company Limited,582.0,3,0.04
2025H2,Exeter Friendly Society Limited,1050.0,3,0.06
2025H2,Experian Limited,1.0,3,0.0
2025H2,Extracover Limited,1114.0,3,0.07
2025H2,Family Equity Plan Limited,908.0,3,0.05
2025H2,Fce Bank PLC,154.0,3,0.01
2025H2,Fil Life Insurance Limited,517.0,3,0.03
2025H2,Financial Administration Services Limited,2028.0,3,0.12
2025H2,First Central Insurance Management Limited,8797.0,3,0.53
2025H2,Firstrand Bank Limited,16.0,3,0.0
2025H2,Forester Life Limited,544.0,3,0.03
2025H2,Fortegra Europe Insurance Company LTD,3792.0,3,0.23
2025H2,Funding Circle LTD,13.0,3,0.0
2025H2,HSBC UK Bank PLC,81503.0,3,4.93
2025H2,Halifax Share Dealing Limited,541.0,3,0.03
2025H2,Hargreaves Lansdown Asset Management Limited,7021.0,3,0.42
2025H2,Hastings Insurance Services Limited,19781.0,3,1.2
2025H2,Hbos Investment Fund Managers Limited,673.0,3,0.04
2025H2,Helvetia Global Solutions LTD,965.0,3,0.06
2025H2,Highway Insurance Company Limited,611.0,3,0.04
2025H2,Home Retail Group Card Services Limited,3824.0,3,0.23
2025H2,Homeserve Membership Limited,2358.0,3,0.14
2025H2,Hood Travel Limited,711.0,3,0.04
2025H2,Howserv Limited,3281.0,3,0.2
2025H2,I Go 4 Ltd.,958.0,3,0.06
2025H2,Ikano Bank Ab (publ),879.0,3,0.05
2025H2,Insurance Factory Limited,1266.0,3,0.08
2025H2,Intact Insurance UK Limited,5765.0,3,0.35
2025H2,Inter Partner Assistance Sa,8125.0,3,0.49
2025H2,Interactive Brokers (u.k.) Limited,1116.0,3,0.07
2025H2,Interactive Investor Services Limited,2756.0,3,0.17
2025H2,J.p. Morgan Europe Limited,8343.0,3,0.5
2025H2,J.p. Morgan Personal Investing Limited,1126.0,3,0.07
2025H2,James Hay Administration Company Limited,764.0,3,0.05
2025H2,Kensington Mortgage Company Limited,1029.0,3,0.06
2025H2,Kroo Bank LTD,820.0,3,0.05
2025H2,Leaseplan UK Limited,23.0,3,0.0
2025H2,Leeds Building Society,2645.0,3,0.16
2025H2,Legal And General Assurance Society Limited,4414.0,3,0.27
2025H2,Lexham Insurance Consultants Limited,583.0,3,0.04
2025H2,Link Financial Outsourcing Limited,10.0,3,0.0
2025H2,Liverpool Victoria Financial Services Limited,1828.0,3,0.11
2025H2,Liverpool Victoria Insurance Company Limited,12025.0,3,0.73
2025H2,Lloyds Bank General Insurance Limited,5683.0,3,0.34
2025H2,Lloyds Bank PLC,90837.0,3,5.5
2025H2,London & Country Mortgages Limited,644.0,3,0.04
2025H2,M & G Securities Limited,786.0,3,0.05
2025H2,MBNA Limited,8796.0,3,0.53
2025H2,Manypets LTD,3134.0,3,0.19
2025H2,Marks And Spencer Financial Services PLC,5264.0,3,0.32
2025H2,Marshmallow Financial Services LTD,4208.0,3,0.25
2025H2,Metlife Europe D.a.c.,1126.0,3,0.07
2025H2,Metro Bank PLC,11244.0,3,0.68
2025H2,Millennium Insurance Company Limited,542.0,3,0.03
2025H2,Monzo Bank LTD,49570.0,3,3.0
2025H2,Motonovo Finance Limited,18.0,3,0.0
2025H2,Munich Re Digital Partners Limited,5012.0,3,0.3
2025H2,National House-building Council,745.0,3,0.05
2025H2,National Westminster Bank Public Limited Company,97511.0,3,5.9
2025H2,Nationwide Building Society,69388.0,3,4.2
2025H2,Newcastle Building Society,713.0,3,0.04
2025H2,Northern Bank Limited,1446.0,3,0.09
2025H2,Octopus Money Unit Trust Managers Limited,622.0,3,0.04
2025H2,One Call Insurance Services Limited,2980.0,3,0.18
2025H2,One Sure Insurance Limited,770.0,3,0.05
2025H2,Onesavings Bank PLC,2292.0,3,0.14
2025H2,Ovo Home Services LTD,1953.0,3,0.12
2025H2,Paragon Bank PLC,1003.0,3,0.06
2025H2,People's Administration Services Limited,2731.0,3,0.17
2025H2,Pepper (uk) Limited,723.0,3,0.04
2025H2,Phoenix Life Ca Limited,892.0,3,0.05
2025H2,Phoenix Life Limited,17086.0,3,1.03
2025H2,Pinnacle Insurance Limited,3405.0,3,0.21
2025H2,Principality Building Society,1059.0,3,0.06
2025H2,Qbe UK Limited,910.0,3,0.06
2025H2,Qmetric Group Limited,3696.0,3,0.22
2025H2,Quilter Financial Services Limited,580.0,3,0.04
2025H2,Quilter Investment Platform Limited,516.0,3,0.03
2025H2,Quilter Life & Pensions Limited,1076.0,3,0.07
2025H2,RBS Collective Investment Funds Limited,1342.0,3,0.08
2025H2,Rac Financial Services Limited,9491.0,3,0.57
2025H2,Reassure Life Limited,663.0,3,0.04
2025H2,Reassure Limited,4463.0,3,0.27
2025H2,Reassured Limited,604.0,3,0.04
2025H2,Rothesay Life PLC,553.0,3,0.03
2025H2,"Royal London Mutual Insurance Society, Limited (the)",8414.0,3,0.51
2025H2,Sabre Insurance Company Limited,644.0,3,0.04
2025H2,Saga Services Limited,7519.0,3,0.46
2025H2,Sainsbury's Bank PLC,1602.0,3,0.1
2025H2,Santander UK PLC,64741.0,3,3.92
2025H2,Scottish Equitable PLC,5420.0,3,0.33
2025H2,Scottish Friendly Assurance Society Limited,985.0,3,0.06
2025H2,Scottish Widows Limited,7762.0,3,0.47
2025H2,Secure Trust Bank Public Limited Company,315.0,3,0.02
2025H2,Shawbrook Bank Limited,1280.0,3,0.08
2025H2,Shop Direct Finance Company Limited,87.0,3,0.01
2025H2,Simplyhealth Access,2101.0,3,0.13
2025H2,Skipton Building Society,4641.0,3,0.28
2025H2,Society Of Lloyd's,5669.0,3,0.34
2025H2,Somerset Bridge Insurance Services Limited,1472.0,3,0.09
2025H2,St. James's Place UK PLC,840.0,3,0.05
2025H2,St. James's Place Wealth Management PLC,3725.0,3,0.23
2025H2,Starling Bank Limited,17323.0,3,1.05
2025H2,Starr International (europe) Limited,1075.0,3,0.07
2025H2,Swift 1st Limited,636.0,3,0.04
2025H2,TSB Bank PLC,33705.0,3,2.04
2025H2,Telefonica Seguros Y Reaseguros Compania Aseguradora S.a.u.,2771.0,3,0.17
2025H2,Telefonica UK Limited,314.0,3,0.02
2025H2,Tesco Personal Finance Limited,4861.0,3,0.29
2025H2,Tesco Underwriting Limited,2672.0,3,0.16
2025H2,The Co-operative Bank P.l.c.,9622.0,3,0.58
2025H2,The Mortgage Works (uk) PLC,1481.0,3,0.09
2025H2,The National Farmers' Union Mutual Insurance Society Limited,5076.0,3,0.31
2025H2,The Prudential Assurance Company Limited,9892.0,3,0.6
2025H2,The Royal Bank Of Scotland PLC,19884.0,3,1.2
2025H2,Topaz Finance Limited,3173.0,3,0.19
2025H2,Tradex Insurance Company PLC,3950.0,3,0.24
2025H2,Trading 212 UK Limited,2204.0,3,0.13
2025H2,True Potential Wealth Management LLP,1042.0,3,0.06
2025H2,U K Insurance Limited,37282.0,3,2.26
2025H2,U.s. Bank Europe Dac,1747.0,3,0.11
2025H2,UK Mortgage Lending LTD,682.0,3,0.04
2025H2,Ubs Ag,548.0,3,0.03
2025H2,Usay Business LTD,629.0,3,0.04
2025H2,Utility Warehouse Limited,2188.0,3,0.13
2025H2,"Vanguard Asset Management, Ltd.",1644.0,3,0.1
2025H2,Vanquis Bank Limited,18304.0,3,1.11
2025H2,Vitality Corporate Services Limited,10197.0,3,0.62
2025H2,Vodafone Limited,252.0,3,0.02
2025H2,Volkswagen Financial Services (uk) Limited,15.0,3,0.0
2025H2,Wesleyan Assurance Society,744.0,3,0.05
2025H2,West Bay Insurance PLC,507.0,3,0.03
2025H2,Xbridge Limited,1240.0,3,0.08
2025H2,Yorkshire Building Society,2374.0,3,0.14
2025H2,Zempler Bank Limited,1519.0,3,0.09
2025H2,Zopa Bank Limited,6391.0,3,0.39
2025H2,Zurich Assurance LTD,2896.0,3,0.18
2025H2,Zurich Insurance Company LTD,3407.0,3,0.21
