reporting_period,firm_name,product_group,complaints_opened,complaints_closed,closure_rate,pct_closed_3days,pct_closed_3to8weeks
2024H1,Yorkshire Building Society,Insurance & pure protection,16.0,13.0,0.8125,0.2308,0.7692
2024H1,Yorkshire Building Society,Investments,4.0,3.0,0.75,0.3333,0.6667
2024H1,Zempler Bank Limited,Banking and credit cards,1769.0,1624.0,0.918,0.2272,0.7722
2024H1,Zopa Bank Limited,Banking and credit cards,3092.0,2927.0,0.9466,0.3468,0.6498
2024H1,Zurich Assurance LTD,Banking and credit cards,0.0,0.0,,,
2024H1,Zurich Assurance LTD,Decumulation & pensions,1337.0,1313.0,0.982,0.2285,0.7502
2024H1,Zurich Assurance LTD,Home finance,1.0,1.0,1.0,0.0,0.0
2024H1,Zurich Assurance LTD,Insurance & pure protection,2387.0,2430.0,1.018,0.2412,0.7527
2024H1,Zurich Assurance LTD,Investments,440.0,443.0,1.0068,0.2889,0.7088
2024H1,Zurich Insurance Company LTD,Insurance & pure protection,3455.0,3473.0,1.0052,0.1857,0.7924
2024H2,Accord Mortgages Limited,Banking and credit cards,27.0,25.0,0.9259,0.32,0.68
2024H2,Accord Mortgages Limited,Home finance,865.0,855.0,0.9884,0.324,0.6526
2024H2,Accredited Insurance (europe) LTD,Insurance & pure protection,4219.0,4005.0,0.9493,0.2787,0.6979
2024H2,Acm Ulr Limited,Insurance & pure protection,865.0,837.0,0.9676,0.086,0.8984
2024H2,Acorn Insurance & Financial Services LTD,Insurance & pure protection,823.0,770.0,0.9356,0.274,0.7247
2024H2,Action 365 LTD,Insurance & pure protection,966.0,998.0,1.0331,0.2124,0.6984
2024H2,Adrian Flux Insurance Services Group,Insurance & pure protection,1665.0,1665.0,1.0,0.9369,0.0619
2024H2,Advisory Insurance Brokers Limited,Insurance & pure protection,816.0,778.0,0.9534,0.2198,0.7057
2024H2,Affinity Insurance Solutions Limited,Insurance & pure protection,806.0,807.0,1.0012,0.8278,0.1698
2024H2,Ageas Insurance Limited,Insurance & pure protection,5058.0,5243.0,1.0366,0.2685,0.6481
2024H2,Ageas Retail Limited,Insurance & pure protection,993.0,995.0,1.002,0.4834,0.5126
2024H2,Aioi Nissay Dowa Insurance UK Limited,Insurance & pure protection,2193.0,2628.0,1.1984,0.1572,0.8204
2024H2,Aj Bell Management Limited,Decumulation & pensions,955.0,963.0,1.0084,0.4382,0.5576
2024H2,Aj Bell Securities Limited,Banking and credit cards,19.0,19.0,1.0,0.4211,0.5789
2024H2,Aj Bell Securities Limited,Decumulation & pensions,191.0,196.0,1.0262,0.2704,0.7296
2024H2,Aj Bell Securities Limited,Investments,749.0,753.0,1.0053,0.417,0.579
2024H2,Aldermore Bank PLC,Banking and credit cards,695.0,586.0,0.8432,0.3584,0.6041
2024H2,Aldermore Bank PLC,Home finance,749.0,800.0,1.0681,0.2825,0.6638
2024H2,Allianz Insurance PLC,Insurance & pure protection,2947.0,2929.0,0.9939,0.2414,0.7426
2024H2,American Express Services Europe Limited,Banking and credit cards,11203.0,10728.0,0.9576,0.133,0.8669
2024H2,American Express Services Europe Limited,Insurance & pure protection,70.0,64.0,0.9143,0.0,1.0
2024H2,American International Group UK Limited,Insurance & pure protection,1109.0,1107.0,0.9982,0.168,0.8202
2024H2,Amtrust Specialty Limited,Insurance & pure protection,2314.0,2140.0,0.9248,0.1654,0.7673
2024H2,Animal Friends Insurance Services LTD,Insurance & pure protection,3228.0,3041.0,0.9421,0.2499,0.7494
2024H2,Arag Legal Expenses Insurance Company Limited,Insurance & pure protection,1930.0,1948.0,1.0093,0.0765,0.8178
2024H2,Arthur J. Gallagher Insurance Brokers Limited,Insurance & pure protection,1047.0,1051.0,1.0038,0.3406,0.6365
2024H2,Assurant General Insurance Limited,Insurance & pure protection,6996.0,7621.0,1.0893,0.576,0.3486
2024H2,Astrenska Insurance Limited,Insurance & pure protection,1854.0,1789.0,0.9649,0.1873,0.7915
2024H2,Asurion Europe Limited,Insurance & pure protection,1431.0,1465.0,1.0238,0.4382,0.5577
2024H2,Atlanta Insurance Intermediaries Limited,Insurance & pure protection,9798.0,9764.0,0.9965,0.6726,0.3224
2024H2,Automobile Association Insurance Services Limited,Banking and credit cards,0.0,0.0,,,
2024H2,Automobile Association Insurance Services Limited,Decumulation & pensions,0.0,0.0,,,
2024H2,Automobile Association Insurance Services Limited,Home finance,0.0,0.0,,,
2024H2,Automobile Association Insurance Services Limited,Insurance & pure protection,8063.0,0.0,0.0,,
2024H2,Automobile Association Insurance Services Limited,Investments,0.0,0.0,,,
2024H2,Avantia Insurance Limited,Insurance & pure protection,1437.0,1460.0,1.016,0.6685,0.3315
2024H2,Aviva Health UK Limited,Insurance & pure protection,1337.0,1386.0,1.0366,0.4942,0.4798
2024H2,Aviva Insurance Limited,Insurance & pure protection,49190.0,50012.0,1.0167,0.3191,0.6558
2024H2,Aviva Life Services UK Limited,Decumulation & pensions,16030.0,16218.0,1.0117,0.2702,0.5573
2024H2,Aviva Life Services UK Limited,Home finance,1125.0,1136.0,1.0098,0.2614,0.4472
2024H2,Aviva Life Services UK Limited,Insurance & pure protection,3866.0,3917.0,1.0132,0.2755,0.5716
2024H2,Aviva Life Services UK Limited,Investments,2841.0,2914.0,1.0257,0.301,0.4523
2024H2,Aviva Protection UK Limited,Insurance & pure protection,742.0,862.0,1.1617,0.3144,0.6671
2024H2,Awp Assistance UK LTD,Insurance & pure protection,2716.0,2555.0,0.9407,0.2751,0.7229
2024H2,Awp P&c S.a.,Insurance & pure protection,2225.0,2049.0,0.9209,0.2001,0.7721
2024H2,Axa Insurance Designated Activity Company,Insurance & pure protection,2047.0,2091.0,1.0215,0.858,0.1062
2024H2,Axa Insurance UK PLC,Insurance & pure protection,20381.0,22083.0,1.0835,0.3015,0.5245
2024H2,Axa Ppp Healthcare Limited,Insurance & pure protection,24510.0,24363.0,0.994,0.6477,0.3252
2024H2,Bank Of Ireland (uk) PLC,Banking and credit cards,2444.0,2531.0,1.0356,0.5045,0.4473
2024H2,Bank Of Ireland (uk) PLC,Home finance,882.0,954.0,1.0816,0.2746,0.6478
2024H2,Bank Of Ireland (uk) PLC,Insurance & pure protection,41.0,46.0,1.122,0.0217,0.9565
2024H2,Bank Of Scotland PLC,Banking and credit cards,61366.0,60234.0,0.9816,0.6309,0.3239
2024H2,Bank Of Scotland PLC,Decumulation & pensions,11.0,12.0,1.0909,0.0833,0.5833
2024H2,Bank Of Scotland PLC,Home finance,12741.0,12514.0,0.9822,0.4236,0.548
2024H2,Bank Of Scotland PLC,Insurance & pure protection,241.0,296.0,1.2282,0.3378,0.5878
2024H2,Bank Of Scotland PLC,Investments,45.0,46.0,1.0222,0.1957,0.6957
2024H2,Barclays Bank PLC,Banking and credit cards,8336.0,8337.0,1.0001,0.7242,0.2552
2024H2,Barclays Bank PLC,Decumulation & pensions,13.0,15.0,1.1538,0.1333,0.8
2024H2,Barclays Bank PLC,Home finance,3.0,1.0,0.3333,0.0,1.0
2024H2,Barclays Bank PLC,Insurance & pure protection,1.0,1.0,1.0,0.0,1.0
2024H2,Barclays Bank PLC,Investments,1105.0,1091.0,0.9873,0.2933,0.6407
2024H2,Barclays Bank UK PLC,Banking and credit cards,62061.0,61470.0,0.9905,0.5638,0.4233
2024H2,Barclays Bank UK PLC,Decumulation & pensions,27.0,25.0,0.9259,0.32,0.48
2024H2,Barclays Bank UK PLC,Home finance,6445.0,6587.0,1.022,0.4055,0.5535
2024H2,Barclays Bank UK PLC,Insurance & pure protection,181.0,198.0,1.0939,0.1667,0.5859
2024H2,Barclays Bank UK PLC,Investments,36.0,51.0,1.4167,0.1961,0.4118
2024H2,Bisl Limited,Insurance & pure protection,13571.0,13387.0,0.9864,0.4977,0.5002
2024H2,British Gas Services Limited,Insurance & pure protection,57808.0,56598.0,0.9791,0.6728,0.2941
2024H2,Bupa Insurance Services Limited,Insurance & pure protection,31626.0,31336.0,0.9908,0.6314,0.3652
2024H2,Cabot Credit Management Group Limited,Home finance,26.0,28.0,1.0769,0.1071,0.7857
2024H2,Call Assist LTD,Insurance & pure protection,644.0,656.0,1.0186,0.3491,0.6494
2024H2,Capital Home Loans Limited,Home finance,515.0,571.0,1.1087,0.0981,0.8354
2024H2,Capital Home Loans Limited,Insurance & pure protection,0.0,0.0,,,
2024H2,Capital One (europe) PLC,Banking and credit cards,23660.0,25132.0,1.0622,0.1811,0.8088
2024H2,Capital One (europe) PLC,Insurance & pure protection,5.0,6.0,1.2,0.0,0.8333
2024H2,Car Care Plan Limited,Insurance & pure protection,1043.0,1040.0,0.9971,0.2385,0.7606
2024H2,Carfinance247 Limited,Insurance & pure protection,158.0,173.0,1.0949,0.1098,0.8902
2024H2,Carole Nash Insurance Consultants LTD,Insurance & pure protection,3087.0,3103.0,1.0052,0.7316,0.2662
2024H2,Castelan Limited,Insurance & pure protection,541.0,551.0,1.0185,0.3067,0.6897
2024H2,Charter Court Financial Services Limited,Banking and credit cards,735.0,741.0,1.0082,0.3333,0.6667
2024H2,Charter Court Financial Services Limited,Home finance,1287.0,1313.0,1.0202,0.1059,0.8888
2024H2,Chetwood Financial Limited,Banking and credit cards,339.0,324.0,0.9558,0.0247,0.9753
2024H2,Chubb European Group Se,Insurance & pure protection,4200.0,4213.0,1.0031,0.1484,0.8296
2024H2,Citibank UK Limited,Banking and credit cards,730.0,758.0,1.0384,0.5963,0.4037
2024H2,Citibank UK Limited,Investments,25.0,22.0,0.88,0.3636,0.6364
2024H2,Clearbank Limited,Banking and credit cards,3540.0,3398.0,0.9599,0.4461,0.5527
2024H2,Close Brothers Limited,Banking and credit cards,310.0,295.0,0.9516,0.1797,0.8136
2024H2,Close Brothers Limited,Insurance & pure protection,5.0,5.0,1.0,0.0,1.0
2024H2,Clydesdale Bank PLC,Banking and credit cards,35191.0,32947.0,0.9362,0.3828,0.4476
2024H2,Clydesdale Bank PLC,Decumulation & pensions,1.0,1.0,1.0,0.0,1.0
2024H2,Clydesdale Bank PLC,Home finance,2185.0,1841.0,0.8426,0.1081,0.5714
2024H2,Clydesdale Bank PLC,Insurance & pure protection,7.0,8.0,1.1429,0.25,0.625
2024H2,Clydesdale Bank PLC,Investments,54.0,21.0,0.3889,0.1429,0.4762
2024H2,Cofunds Limited,Decumulation & pensions,106.0,115.0,1.0849,0.0522,0.8348
2024H2,Cofunds Limited,Investments,886.0,947.0,1.0688,0.0771,0.8448
2024H2,Complete Cover Group LTD,Insurance & pure protection,963.0,995.0,1.0332,0.2673,0.7307
2024H2,Connells Limited,Home finance,406.0,401.0,0.9877,0.0224,0.9426
2024H2,Connells Limited,Insurance & pure protection,119.0,112.0,0.9412,0.0893,0.9018
2024H2,Corgi Homeplan LTD,Insurance & pure protection,1809.0,1603.0,0.8861,0.0979,0.8752
2024H2,Countrywide Assured PLC,Decumulation & pensions,413.0,512.0,1.2397,0.248,0.3496
2024H2,Countrywide Assured PLC,Insurance & pure protection,184.0,172.0,0.9348,0.2616,0.3488
2024H2,Countrywide Assured PLC,Investments,67.0,60.0,0.8955,0.1833,0.45
2024H2,Coutts & Company,Banking and credit cards,1570.0,1562.0,0.9949,0.5006,0.4878
2024H2,Coutts & Company,Decumulation & pensions,20.0,15.0,0.75,0.0,0.8
2024H2,Coutts & Company,Home finance,92.0,108.0,1.1739,0.1111,0.6944
2024H2,Coutts & Company,Insurance & pure protection,14.0,14.0,1.0,0.2857,0.7143
2024H2,Coutts & Company,Investments,80.0,75.0,0.9375,0.04,0.6533
2024H2,Covea Insurance PLC,Insurance & pure protection,2490.0,2479.0,0.9956,0.2053,0.7471
2024H2,Coventry Building Society,Banking and credit cards,3246.0,3249.0,1.0009,0.6504,0.3487
2024H2,Coventry Building Society,Home finance,722.0,716.0,0.9917,0.5796,0.4176
2024H2,Coventry Building Society,Insurance & pure protection,1.0,1.0,1.0,0.0,1.0
2024H2,Creation Consumer Finance LTD,Banking and credit cards,5621.0,3877.0,0.6897,0.1545,0.7741
2024H2,Creation Financial Services Limited,Banking and credit cards,519.0,601.0,1.158,0.0616,0.8453
2024H2,Creation Financial Services Limited,Insurance & pure protection,1.0,0.0,0.0,,
2024H2,Cynergy Bank PLC,Banking and credit cards,900.0,693.0,0.77,0.1703,0.8254
2024H2,Cynergy Bank PLC,Home finance,7.0,4.0,0.5714,,1.0
2024H2,Domestic & General Insurance PLC,Insurance & pure protection,44570.0,45614.0,1.0234,0.7767,0.2177
2024H2,Elderbridge Limited,Home finance,917.0,1003.0,1.0938,0.0339,0.5713
2024H2,Elderbridge Limited,Insurance & pure protection,2.0,1.0,0.5,,1.0
2024H2,Embark Investment Services Limited,Banking and credit cards,0.0,0.0,,,
2024H2,Embark Investment Services Limited,Decumulation & pensions,381.0,301.0,0.79,0.1661,0.3621
2024H2,Embark Investment Services Limited,Home finance,0.0,0.0,,,
2024H2,Embark Investment Services Limited,Insurance & pure protection,0.0,0.0,,,
2024H2,Embark Investment Services Limited,Investments,374.0,297.0,0.7941,0.1279,0.4007
2024H2,Equiniti Financial Services Limited,Decumulation & pensions,8.0,10.0,1.25,0.0,1.0
2024H2,Equiniti Financial Services Limited,Investments,2091.0,2378.0,1.1373,0.4731,0.516
2024H2,Ergo Travel Insurance Services LTD,Insurance & pure protection,3011.0,2863.0,0.9508,0.1642,0.7552
2024H2,Esure Insurance Limited,Insurance & pure protection,16080.0,15914.0,0.9897,0.3836,0.5848
2024H2,Eui Limited,Insurance & pure protection,73418.0,72246.0,0.984,0.4637,0.5023
2024H2,Exeter Friendly Society Limited,Insurance & pure protection,1162.0,1162.0,1.0,0.7694,0.2134
2024H2,Experian Limited,Home finance,0.0,0.0,,,
2024H2,Experian Limited,Insurance & pure protection,2.0,3.0,1.5,0.3333,0.6667
2024H2,Extracover Limited,Insurance & pure protection,519.0,507.0,0.9769,0.5542,0.4458
2024H2,Family Assurance Friendly Society Limited,Decumulation & pensions,5.0,5.0,1.0,0.0,1.0
2024H2,Family Assurance Friendly Society Limited,Insurance & pure protection,429.0,397.0,0.9254,0.5491,0.4484
2024H2,Family Assurance Friendly Society Limited,Investments,95.0,85.0,0.8947,0.5647,0.4353
2024H2,Family Equity Plan Limited,Banking and credit cards,219.0,219.0,1.0,0.6393,0.3607
2024H2,Family Equity Plan Limited,Investments,611.0,599.0,0.9804,0.5559,0.4441
2024H2,Fce Bank PLC,Banking and credit cards,146.0,150.0,1.0274,0.64,0.36
2024H2,Financial Administration Services Limited,Decumulation & pensions,710.0,727.0,1.0239,0.1252,0.7414
2024H2,Financial Administration Services Limited,Investments,1320.0,1419.0,1.075,0.179,0.7111
2024H2,First Central Insurance Management Limited,Insurance & pure protection,9224.0,9158.0,0.9928,0.5924,0.3899
2024H2,Firstrand Bank Limited,Insurance & pure protection,42.0,52.0,1.2381,0.0192,0.5769
2024H2,Forester Life Limited,Decumulation & pensions,12.0,15.0,1.25,0.4,0.4667
2024H2,Forester Life Limited,Insurance & pure protection,33.0,38.0,1.1515,0.5,0.2895
2024H2,Forester Life Limited,Investments,457.0,515.0,1.1269,0.5165,0.3922
2024H2,Forsakringsaktiebolaget Agria (publ),Insurance & pure protection,674.0,690.0,1.0237,0.6899,0.3101
2024H2,Fortegra Europe Insurance Company LTD,Insurance & pure protection,3858.0,3417.0,0.8857,0.3143,0.6675
2024H2,Funding Circle LTD,Investments,36.0,40.0,1.1111,0.05,0.95
2024H2,HSBC UK Bank PLC,Banking and credit cards,91184.0,92214.0,1.0113,0.7424,0.2544
2024H2,HSBC UK Bank PLC,Decumulation & pensions,29.0,30.0,1.0345,0.0667,0.5333
2024H2,HSBC UK Bank PLC,Home finance,5656.0,5508.0,0.9738,0.4049,0.5851
2024H2,HSBC UK Bank PLC,Insurance & pure protection,469.0,493.0,1.0512,0.2617,0.714
2024H2,HSBC UK Bank PLC,Investments,1083.0,1147.0,1.0591,0.1857,0.7716
2024H2,Halifax Share Dealing Limited,Decumulation & pensions,11.0,15.0,1.3636,0.2667,0.4667
2024H2,Halifax Share Dealing Limited,Investments,551.0,559.0,1.0145,0.356,0.6064
2024H2,Hargreaves Lansdown Asset Management Limited,Decumulation & pensions,2594.0,2463.0,0.9495,0.1389,0.8408
2024H2,Hargreaves Lansdown Asset Management Limited,Investments,3109.0,3445.0,1.1081,0.2383,0.7385
2024H2,Hastings Insurance Services Limited,Insurance & pure protection,15998.0,14645.0,0.9154,0.2954,0.6921
2024H2,Hbos Investment Fund Managers Limited,Banking and credit cards,0.0,0.0,,,
2024H2,Hbos Investment Fund Managers Limited,Decumulation & pensions,0.0,0.0,,,
2024H2,Hbos Investment Fund Managers Limited,Home finance,0.0,0.0,,,
2024H2,Hbos Investment Fund Managers Limited,Insurance & pure protection,0.0,0.0,,,
2024H2,Hbos Investment Fund Managers Limited,Investments,710.0,676.0,0.9521,0.426,0.5473
2024H2,Helvetia Global Solutions LTD,Insurance & pure protection,1232.0,1286.0,1.0438,0.1392,0.8429
2024H2,Highway Insurance Company Limited,Insurance & pure protection,505.0,521.0,1.0317,0.2303,0.6084
2024H2,Hiscox Insurance Company Limited,Insurance & pure protection,510.0,529.0,1.0373,0.0662,0.913
2024H2,Home Retail Group Card Services Limited,Banking and credit cards,3944.0,4548.0,1.1531,0.3076,0.6803
2024H2,Homeserve Membership Limited,Insurance & pure protection,2489.0,2655.0,1.0667,0.2685,0.7243
2024H2,Hood Travel Limited,Insurance & pure protection,681.0,745.0,1.094,0.4564,0.5235
2024H2,Howserv Limited,Insurance & pure protection,2239.0,2239.0,1.0,0.2751,0.7213
2024H2,Hyundai Capital UK Limited,Insurance & pure protection,0.0,0.0,,,
2024H2,I Go 4 Ltd.,Insurance & pure protection,890.0,984.0,1.1056,0.4177,0.5793
2024H2,Ikano Bank Ab (publ),Banking and credit cards,1357.0,1321.0,0.9735,0.2491,0.7017
2024H2,Insurance Factory LTD,Insurance & pure protection,4565.0,4215.0,0.9233,0.3295,0.6593
2024H2,Inter Partner Assistance Sa,Insurance & pure protection,9669.0,8619.0,0.8914,0.3662,0.3135
2024H2,Interactive Brokers (u.k.) Limited,Investments,617.0,557.0,0.9028,0.1508,0.8187
2024H2,Interactive Investor Services Limited,Decumulation & pensions,479.0,535.0,1.1169,0.0467,0.7607
2024H2,Interactive Investor Services Limited,Investments,1614.0,1714.0,1.062,0.2445,0.7165
2024H2,Invesco Fund Managers Limited,Investments,544.0,573.0,1.0533,0.0192,0.9668
2024H2,J D Williams & Company Limited,Insurance & pure protection,1.0,1.0,1.0,0.0,1.0
2024H2,J.p. Morgan Europe Limited,Banking and credit cards,12193.0,12516.0,1.0265,0.3854,0.6143
2024H2,James Hay Administration Company LTD,Decumulation & pensions,1179.0,807.0,0.6845,0.0347,0.7807
2024H2,Janus Henderson Fund Management UK Limited,Investments,541.0,571.0,1.0555,0.3152,0.655
2024H2,Kensington Mortgage Company Limited,Home finance,992.0,1028.0,1.0363,0.3268,0.6625
2024H2,Kroo Bank LTD,Banking and credit cards,1246.0,1265.0,1.0152,0.0079,0.9763
2024H2,Landmark Mortgages Limited,Home finance,751.0,715.0,0.9521,0.2895,0.7007
2024H2,Leaseplan UK Limited,Insurance & pure protection,20.0,21.0,1.05,0.2381,0.4762
2024H2,Leeds Building Society,Banking and credit cards,2049.0,1947.0,0.9502,0.6492,0.3498
2024H2,Leeds Building Society,Home finance,1271.0,1271.0,1.0,0.5146,0.4847
2024H2,Leeds Building Society,Insurance & pure protection,5.0,4.0,0.8,0.75,0.25
2024H2,Leeds Building Society,Investments,1.0,1.0,1.0,,1.0
2024H2,Legal & General (portfolio Management Services) LTD,Decumulation & pensions,516.0,536.0,1.0388,0.5373,0.4552
2024H2,Legal & General (portfolio Management Services) LTD,Investments,6.0,4.0,0.6667,0.5,0.5
2024H2,Legal And General Assurance Society Limited,Decumulation & pensions,1203.0,1556.0,1.2934,0.2095,0.6883
2024H2,Legal And General Assurance Society Limited,Insurance & pure protection,2920.0,2923.0,1.001,0.3384,0.6021
2024H2,Lenvi Servicing Limited,Home finance,813.0,1607.0,1.9766,0.0037,0.3765
2024H2,Liverpool Victoria Financial Services Limited,Decumulation & pensions,431.0,468.0,1.0858,0.3974,0.5021
2024H2,Liverpool Victoria Financial Services Limited,Insurance & pure protection,1321.0,1295.0,0.9803,0.6556,0.332
2024H2,Liverpool Victoria Financial Services Limited,Investments,292.0,288.0,0.9863,0.5833,0.3819
2024H2,Liverpool Victoria Insurance Company Limited,Insurance & pure protection,9279.0,9436.0,1.0169,0.3068,0.4921
2024H2,Lloyds Bank General Insurance Limited,Banking and credit cards,0.0,0.0,,,
2024H2,Lloyds Bank General Insurance Limited,Decumulation & pensions,0.0,0.0,,,
2024H2,Lloyds Bank General Insurance Limited,Home finance,0.0,0.0,,,
2024H2,Lloyds Bank General Insurance Limited,Insurance & pure protection,5611.0,5663.0,1.0093,0.2435,0.7134
2024H2,Lloyds Bank General Insurance Limited,Investments,0.0,0.0,,,
2024H2,Lloyds Bank PLC,Banking and credit cards,73473.0,72491.0,0.9866,0.6241,0.3311
2024H2,Lloyds Bank PLC,Decumulation & pensions,58.0,54.0,0.931,0.0185,0.8148
2024H2,Lloyds Bank PLC,Home finance,2821.0,2759.0,0.978,0.4107,0.5549
2024H2,Lloyds Bank PLC,Insurance & pure protection,362.0,381.0,1.0525,0.3386,0.6142
2024H2,Lloyds Bank PLC,Investments,46.0,49.0,1.0652,0.2041,0.6327
2024H2,London And Country Mortgages LTD,Home finance,597.0,602.0,1.0084,0.1512,0.8472
2024H2,London And Country Mortgages LTD,Insurance & pure protection,38.0,36.0,0.9474,0.2222,0.7778
2024H2,M & G Securities Limited,Investments,577.0,615.0,1.0659,0.1837,0.787
2024H2,MBNA Limited,Banking and credit cards,9072.0,8941.0,0.9856,0.6263,0.3541
2024H2,MBNA Limited,Decumulation & pensions,0.0,0.0,,,
2024H2,MBNA Limited,Home finance,0.0,0.0,,,
2024H2,MBNA Limited,Insurance & pure protection,9.0,10.0,1.1111,0.3,0.7
2024H2,MBNA Limited,Investments,0.0,0.0,,,
2024H2,Manypets LTD,Insurance & pure protection,4914.0,5843.0,1.1891,0.0332,0.9206
2024H2,Marks & Spencer Financial Services PLC,Banking and credit cards,8226.0,7834.0,0.9523,0.5771,0.4165
2024H2,Marks & Spencer Financial Services PLC,Decumulation & pensions,0.0,0.0,,,
2024H2,Marks & Spencer Financial Services PLC,Home finance,0.0,0.0,,,
2024H2,Marks & Spencer Financial Services PLC,Insurance & pure protection,112.0,174.0,1.5536,0.592,0.4023
2024H2,Marks & Spencer Financial Services PLC,Investments,0.0,0.0,,,
2024H2,Marshmallow Financial Services LTD,Insurance & pure protection,4843.0,4866.0,1.0047,0.0401,0.917
2024H2,Metlife Europe D.a.c.,Insurance & pure protection,750.0,728.0,0.9707,0.1113,0.7816
2024H2,Metro Bank PLC,Banking and credit cards,8682.0,8283.0,0.954,0.2638,0.7345
2024H2,Metro Bank PLC,Home finance,234.0,229.0,0.9786,0.3624,0.6026
2024H2,Monzo Bank LTD,Banking and credit cards,50586.0,56058.0,1.1082,0.0342,0.7975
2024H2,Monzo Bank LTD,Decumulation & pensions,1.0,1.0,1.0,1.0,
2024H2,Monzo Bank LTD,Investments,165.0,167.0,1.0121,0.0898,0.8383
2024H2,Moorcroft Debt Recovery Limited,Banking and credit cards,578.0,482.0,0.8339,0.2054,0.7946
2024H2,Motonovo Finance Limited,Insurance & pure protection,24.0,27.0,1.125,0.0,0.7778
2024H2,Munich Re Digital Partners Limited,Insurance & pure protection,1289.0,1210.0,0.9387,0.3512,0.6446
2024H2,National House-building Council,Insurance & pure protection,570.0,569.0,0.9982,0.0211,0.9684
2024H2,National Westminster Bank Public Limited Company,Banking and credit cards,81022.0,79462.0,0.9807,0.4814,0.4728
2024H2,National Westminster Bank Public Limited Company,Decumulation & pensions,38.0,39.0,1.0263,0.0256,0.4615
