reporting_period,firm_name,product_group,complaints_opened,complaints_closed,closure_rate,pct_closed_3days,pct_closed_3to8weeks
2024H1,Creation Consumer Finance LTD,Banking and credit cards,6333.0,4554.0,0.7191,0.0736,0.7418
2024H1,Creation Consumer Finance LTD,Insurance & pure protection,0.0,0.0,,,
2024H1,Creation Financial Services Limited,Banking and credit cards,667.0,713.0,1.069,0.0827,0.6704
2024H1,Creation Financial Services Limited,Insurance & pure protection,0.0,0.0,,,
2024H1,Cynergy Bank PLC,Banking and credit cards,701.0,619.0,0.883,0.4023,0.5977
2024H1,Cynergy Bank PLC,Home finance,3.0,3.0,1.0,,1.0
2024H1,Das Legal Expenses Insurance Company Limited,Insurance & pure protection,1947.0,1964.0,1.0087,0.0891,0.8406
2024H1,Devitt Insurance Services LTD,Insurance & pure protection,486.0,486.0,1.0,0.8601,0.1132
2024H1,Domestic & General Insurance PLC,Insurance & pure protection,48821.0,48304.0,0.9894,0.5382,0.4463
2024H1,Elavon Financial Services Designated Activity Company,Banking and credit cards,2221.0,2217.0,0.9982,0.4375,0.5557
2024H1,Elderbridge Limited,Home finance,974.0,957.0,0.9825,0.069,0.6531
2024H1,Equiniti Financial Services Limited,Decumulation & pensions,18.0,19.0,1.0556,0.1579,0.8421
2024H1,Equiniti Financial Services Limited,Investments,3237.0,3045.0,0.9407,0.4102,0.5829
2024H1,Ergo Travel Insurance Services LTD,Insurance & pure protection,2921.0,3047.0,1.0431,0.1726,0.6567
2024H1,Esure Insurance Limited,Insurance & pure protection,20386.0,23636.0,1.1594,0.2248,0.4083
2024H1,Eui Limited,Insurance & pure protection,66719.0,66310.0,0.9939,0.5178,0.4454
2024H1,Exeter Friendly Society Limited,Insurance & pure protection,509.0,509.0,1.0,0.8566,0.1434
2024H1,Experian Limited,Home finance,0.0,0.0,,,
2024H1,Experian Limited,Insurance & pure protection,3.0,3.0,1.0,0.0,1.0
2024H1,Experian Limited,Investments,0.0,0.0,,,
2024H1,Extracover Limited,Banking and credit cards,0.0,0.0,,,
2024H1,Extracover Limited,Decumulation & pensions,0.0,0.0,,,
2024H1,Extracover Limited,Home finance,0.0,0.0,,,
2024H1,Extracover Limited,Insurance & pure protection,561.0,557.0,0.9929,0.4919,0.5081
2024H1,Extracover Limited,Investments,0.0,0.0,,,
2024H1,Family Equity Plan Limited,Banking and credit cards,480.0,483.0,1.0062,0.5942,0.4058
2024H1,Family Equity Plan Limited,Decumulation & pensions,0.0,0.0,,,
2024H1,Family Equity Plan Limited,Home finance,0.0,0.0,,,
2024H1,Family Equity Plan Limited,Insurance & pure protection,0.0,0.0,,,
2024H1,Family Equity Plan Limited,Investments,727.0,755.0,1.0385,0.298,0.702
2024H1,Fce Bank PLC,Banking and credit cards,94.0,115.0,1.2234,0.1391,0.8609
2024H1,Financial Administration Services Limited,Decumulation & pensions,654.0,725.0,1.1086,0.0841,0.5228
2024H1,Financial Administration Services Limited,Investments,1693.0,1938.0,1.1447,0.1548,0.582
2024H1,First Central Insurance Management Limited,Insurance & pure protection,10584.0,10408.0,0.9834,0.6845,0.2993
2024H1,Firstrand Bank Limited,Insurance & pure protection,31.0,22.0,0.7097,0.3182,0.6364
2024H1,Fish Administration Limited,Insurance & pure protection,530.0,481.0,0.9075,0.5301,0.4012
2024H1,Forester Life Limited,Decumulation & pensions,39.0,40.0,1.0256,0.375,0.375
2024H1,Forester Life Limited,Insurance & pure protection,51.0,51.0,1.0,0.4314,0.2745
2024H1,Forester Life Limited,Investments,622.0,626.0,1.0064,0.3946,0.4489
2024H1,Fortegra Europe Insurance Company LTD,Insurance & pure protection,4001.0,2944.0,0.7358,0.2561,0.6963
2024H1,Frasers Group Financial Services Limited,Insurance & pure protection,1.0,2.0,2.0,0.0,0.5
2024H1,Funding Circle LTD,Investments,36.0,35.0,0.9722,0.0571,0.9429
2024H1,HSBC UK Bank PLC,Banking and credit cards,101003.0,103743.0,1.0271,0.6447,0.351
2024H1,HSBC UK Bank PLC,Decumulation & pensions,48.0,49.0,1.0208,0.1633,0.5102
2024H1,HSBC UK Bank PLC,Home finance,6144.0,6302.0,1.0257,0.4118,0.5787
2024H1,HSBC UK Bank PLC,Insurance & pure protection,581.0,595.0,1.0241,0.2235,0.7395
2024H1,HSBC UK Bank PLC,Investments,1402.0,1411.0,1.0064,0.1914,0.7583
2024H1,Halifax Share Dealing Limited,Decumulation & pensions,17.0,14.0,0.8235,0.3571,0.5714
2024H1,Halifax Share Dealing Limited,Investments,689.0,679.0,0.9855,0.4993,0.4404
2024H1,Hargreaves Lansdown Asset Management Limited,Decumulation & pensions,1245.0,1358.0,1.0908,0.1598,0.8181
2024H1,Hargreaves Lansdown Asset Management Limited,Insurance & pure protection,2.0,2.0,1.0,0.0,0.0
2024H1,Hargreaves Lansdown Asset Management Limited,Investments,4100.0,3812.0,0.9298,0.2204,0.7529
2024H1,Hastings Insurance Services Limited,Insurance & pure protection,18217.0,17900.0,0.9826,0.3265,0.6545
2024H1,Hbos Investment Fund Managers Limited,Banking and credit cards,0.0,0.0,,,
2024H1,Hbos Investment Fund Managers Limited,Decumulation & pensions,0.0,0.0,,,
2024H1,Hbos Investment Fund Managers Limited,Home finance,0.0,0.0,,,
2024H1,Hbos Investment Fund Managers Limited,Insurance & pure protection,0.0,0.0,,,
2024H1,Hbos Investment Fund Managers Limited,Investments,754.0,757.0,1.004,0.502,0.4557
2024H1,Helvetia Global Solutions LTD,Insurance & pure protection,1363.0,1358.0,0.9963,0.3616,0.6009
2024H1,Hiscox Insurance Company Limited,Insurance & pure protection,630.0,586.0,0.9302,0.1126,0.872
2024H1,Home Retail Group Card Services Limited,Banking and credit cards,4398.0,4006.0,0.9109,0.2863,0.7089
2024H1,Homeserve Membership Limited,Insurance & pure protection,2864.0,2744.0,0.9581,0.1778,0.8083
2024H1,Hood Travel Limited,Insurance & pure protection,566.0,478.0,0.8445,0.5439,0.4519
2024H1,Howserv Limited,Insurance & pure protection,2045.0,2045.0,1.0,0.3423,0.6572
2024H1,Ikano Bank Ab (publ),Banking and credit cards,1732.0,1745.0,1.0075,0.2338,0.6762
2024H1,Insurance Factory LTD,Insurance & pure protection,3805.0,3848.0,1.0113,0.3067,0.6871
2024H1,Integra Insurance Solutions Limited,Insurance & pure protection,535.0,608.0,1.1364,0.097,0.7878
2024H1,Interactive Brokers (u.k.) Limited,Investments,673.0,643.0,0.9554,0.2519,0.7107
2024H1,Interactive Investor Services Limited,Decumulation & pensions,212.0,179.0,0.8443,0.1285,0.5978
2024H1,Interactive Investor Services Limited,Investments,2378.0,2353.0,0.9895,0.2014,0.6536
2024H1,Invesco Fund Managers Limited,Investments,650.0,627.0,0.9646,0.051,0.9155
2024H1,Investec Bank PLC,Banking and credit cards,467.0,445.0,0.9529,0.3213,0.6787
2024H1,Investec Bank PLC,Home finance,11.0,9.0,0.8182,,1.0
2024H1,Investec Bank PLC,Investments,28.0,28.0,1.0,0.0357,0.9286
2024H1,Investment Funds Direct Limited,Decumulation & pensions,286.0,375.0,1.3112,0.0693,0.576
2024H1,Investment Funds Direct Limited,Investments,320.0,396.0,1.2375,0.0556,0.5505
2024H1,J D Williams & Company Limited,Insurance & pure protection,10.0,9.0,0.9,0.0,1.0
2024H1,J.p. Morgan Europe Limited,Banking and credit cards,12121.0,12056.0,0.9946,0.2974,0.7021
2024H1,James Hay Administration Company LTD,Decumulation & pensions,734.0,688.0,0.9373,0.0349,0.9186
2024H1,Janus Henderson Fund Management UK Limited,Investments,792.0,769.0,0.971,0.4564,0.5241
2024H1,Kensington Mortgage Company Limited,Home finance,1055.0,1030.0,0.9763,0.3243,0.6612
2024H1,Kroo Bank LTD,Banking and credit cards,1083.0,1099.0,1.0148,0.0264,0.9636
2024H1,Landmark Mortgages Limited,Home finance,782.0,945.0,1.2084,0.1365,0.8042
2024H1,Leaseplan UK Limited,Insurance & pure protection,3.0,2.0,0.6667,0.5,0.5
2024H1,Leeds Building Society,Banking and credit cards,1951.0,2003.0,1.0267,0.5796,0.4199
2024H1,Leeds Building Society,Home finance,1334.0,1320.0,0.9895,0.4205,0.5758
2024H1,Leeds Building Society,Insurance & pure protection,19.0,20.0,1.0526,0.55,0.45
2024H1,Leeds Building Society,Investments,1.0,1.0,1.0,,1.0
2024H1,Legal & General (portfolio Management Services) LTD,Decumulation & pensions,565.0,590.0,1.0442,0.5712,0.422
2024H1,Legal & General (portfolio Management Services) LTD,Investments,6.0,5.0,0.8333,0.6,0.4
2024H1,Legal And General Assurance Society Limited,Decumulation & pensions,1742.0,1704.0,0.9782,0.1244,0.3011
2024H1,Legal And General Assurance Society Limited,Insurance & pure protection,3074.0,3230.0,1.0507,0.3337,0.4672
2024H1,Lenvi Servicing Limited,Home finance,1380.0,939.0,0.6804,0.2567,0.5176
2024H1,Liverpool Victoria Insurance Company Limited,Insurance & pure protection,10678.0,11297.0,1.058,0.3543,0.4754
2024H1,Lloyds Bank General Insurance Limited,Banking and credit cards,0.0,0.0,,,
2024H1,Lloyds Bank General Insurance Limited,Decumulation & pensions,0.0,0.0,,,
2024H1,Lloyds Bank General Insurance Limited,Home finance,0.0,0.0,,,
2024H1,Lloyds Bank General Insurance Limited,Insurance & pure protection,6428.0,6348.0,0.9876,0.3307,0.6363
2024H1,Lloyds Bank General Insurance Limited,Investments,0.0,0.0,,,
2024H1,Lloyds Bank PLC,Banking and credit cards,69299.0,69777.0,1.0069,0.597,0.3561
2024H1,Lloyds Bank PLC,Decumulation & pensions,57.0,58.0,1.0175,0.0862,0.8103
2024H1,Lloyds Bank PLC,Home finance,2984.0,2957.0,0.991,0.4278,0.5205
2024H1,Lloyds Bank PLC,Insurance & pure protection,556.0,550.0,0.9892,0.2218,0.7145
2024H1,Lloyds Bank PLC,Investments,53.0,50.0,0.9434,0.1,0.72
2024H1,London And Country Mortgages LTD,Home finance,581.0,601.0,1.0344,0.1864,0.807
2024H1,London And Country Mortgages LTD,Insurance & pure protection,34.0,34.0,1.0,0.2647,0.7353
2024H1,M & G Securities Limited,Investments,852.0,848.0,0.9953,0.3007,0.6651
2024H1,MBNA Limited,Banking and credit cards,10614.0,10620.0,1.0006,0.6088,0.3776
2024H1,MBNA Limited,Decumulation & pensions,0.0,0.0,,,
2024H1,MBNA Limited,Home finance,0.0,0.0,,,
2024H1,MBNA Limited,Insurance & pure protection,76.0,75.0,0.9868,0.2133,0.7867
2024H1,MBNA Limited,Investments,0.0,0.0,,,
2024H1,Manypets LTD,Insurance & pure protection,6653.0,6234.0,0.937,0.0175,0.8393
2024H1,Marks & Spencer Financial Services PLC,Banking and credit cards,9336.0,8975.0,0.9613,0.5426,0.4411
2024H1,Marks & Spencer Financial Services PLC,Decumulation & pensions,0.0,0.0,,,
2024H1,Marks & Spencer Financial Services PLC,Home finance,0.0,0.0,,,
2024H1,Marks & Spencer Financial Services PLC,Insurance & pure protection,143.0,160.0,1.1189,0.6063,0.3875
2024H1,Marks & Spencer Financial Services PLC,Investments,0.0,0.0,,,
2024H1,Marshmallow Financial Services LTD,Insurance & pure protection,2918.0,2049.0,0.7022,0.0254,0.7975
2024H1,Metlife Europe D.a.c.,Insurance & pure protection,501.0,468.0,0.9341,0.1859,0.703
2024H1,Metro Bank PLC,Banking and credit cards,9003.0,9312.0,1.0343,0.3319,0.667
2024H1,Metro Bank PLC,Home finance,243.0,241.0,0.9918,0.2531,0.6971
2024H1,Monzo Bank LTD,Banking and credit cards,42016.0,39742.0,0.9459,0.0041,0.8717
2024H1,Monzo Bank LTD,Investments,73.0,60.0,0.8219,0.0333,0.9667
2024H1,Moorcroft Debt Recovery Limited,Banking and credit cards,551.0,453.0,0.8221,0.2053,0.7947
2024H1,Motonovo Finance Limited,Insurance & pure protection,41.0,39.0,0.9512,0.2308,0.7179
2024H1,Munich Re Digital Partners LTD,Insurance & pure protection,1000.0,1159.0,1.159,0.4193,0.5695
2024H1,National Westminster Bank PLC,Banking and credit cards,80269.0,83548.0,1.0409,0.3836,0.5624
2024H1,National Westminster Bank PLC,Decumulation & pensions,37.0,39.0,1.0541,0.0256,0.4615
2024H1,National Westminster Bank PLC,Home finance,7245.0,7325.0,1.011,0.2808,0.6386
2024H1,National Westminster Bank PLC,Insurance & pure protection,115.0,129.0,1.1217,0.1008,0.7674
2024H1,National Westminster Bank PLC,Investments,134.0,147.0,1.097,0.0272,0.6667
2024H1,Nationwide Building Society,Banking and credit cards,56809.0,55806.0,0.9823,0.5502,0.447
2024H1,Nationwide Building Society,Decumulation & pensions,3.0,3.0,1.0,0.0,1.0
2024H1,Nationwide Building Society,Home finance,4617.0,4433.0,0.9601,0.372,0.6253
2024H1,Nationwide Building Society,Insurance & pure protection,178.0,185.0,1.0393,0.2865,0.5351
2024H1,Nationwide Building Society,Investments,171.0,188.0,1.0994,0.2128,0.7872
2024H1,Newcastle Building Society,Banking and credit cards,345.0,349.0,1.0116,0.5874,0.4126
2024H1,Newcastle Building Society,Decumulation & pensions,0.0,0.0,,,
2024H1,Newcastle Building Society,Home finance,191.0,190.0,0.9948,0.6421,0.3579
2024H1,Newcastle Building Society,Insurance & pure protection,0.0,0.0,,,
2024H1,Newcastle Building Society,Investments,7.0,7.0,1.0,0.4286,0.5714
2024H1,Northern Bank Limited,Banking and credit cards,1608.0,1527.0,0.9496,0.5632,0.4361
2024H1,Northern Bank Limited,Decumulation & pensions,0.0,0.0,,,
2024H1,Northern Bank Limited,Home finance,75.0,69.0,0.92,0.2464,0.7536
2024H1,Northern Bank Limited,Insurance & pure protection,4.0,4.0,1.0,0.0,1.0
2024H1,Northern Bank Limited,Investments,0.0,0.0,,,
2024H1,Nutmeg Saving And Investment Limited,Decumulation & pensions,185.0,185.0,1.0,0.1081,0.8919
2024H1,Nutmeg Saving And Investment Limited,Investments,474.0,474.0,1.0,0.2131,0.7869
2024H1,One Call Insurance Services Limited,Insurance & pure protection,3202.0,3199.0,0.9991,0.7956,0.2035
2024H1,Onesavings Bank PLC,Banking and credit cards,1308.0,1273.0,0.9732,0.5797,0.414
2024H1,Onesavings Bank PLC,Home finance,1089.0,1220.0,1.1203,0.2369,0.6402
2024H1,Paragon Bank PLC,Banking and credit cards,800.0,924.0,1.155,0.1461,0.8344
2024H1,Paragon Bank PLC,Home finance,237.0,228.0,0.962,0.3465,0.6184
2024H1,Pendragon Finance And Insurance Services Limited,Insurance & pure protection,34.0,34.0,1.0,0.2941,0.7059
2024H1,People's Administration Services Limited,Decumulation & pensions,4246.0,4246.0,1.0,0.4407,0.5483
2024H1,Pepper (uk) Limited,Home finance,763.0,776.0,1.017,0.2075,0.7796
2024H1,Phoenix Life Limited,Decumulation & pensions,10333.0,9632.0,0.9322,0.3798,0.5288
2024H1,Phoenix Life Limited,Home finance,7.0,9.0,1.2857,0.1111,0.5556
2024H1,Phoenix Life Limited,Insurance & pure protection,2682.0,2455.0,0.9154,0.3324,0.5678
2024H1,Phoenix Life Limited,Investments,952.0,900.0,0.9454,0.2856,0.6011
2024H1,Pinnacle Insurance PLC,Insurance & pure protection,2528.0,2533.0,1.002,0.4054,0.5914
2024H1,Prestige Underwriting Services LTD,Insurance & pure protection,507.0,528.0,1.0414,0.1534,0.8447
2024H1,Principality Building Society,Banking and credit cards,768.0,809.0,1.0534,0.5093,0.4808
2024H1,Principality Building Society,Home finance,466.0,480.0,1.03,0.45,0.5354
2024H1,Principality Building Society,Insurance & pure protection,2.0,2.0,1.0,0.0,1.0
2024H1,Principality Building Society,Investments,1.0,1.0,1.0,0.0,1.0
2024H1,Qbe UK Limited,Insurance & pure protection,944.0,918.0,0.9725,0.2102,0.6503
2024H1,Qmetric Group Limited,Insurance & pure protection,3280.0,3038.0,0.9262,0.1814,0.7699
2024H1,Quilter Investment Platform Limited,Investments,610.0,680.0,1.1148,0.0059,0.9926
2024H1,Quilter Life & Pensions Limited,Decumulation & pensions,655.0,714.0,1.0901,0.0042,0.9944
2024H1,Quilter Life & Pensions Limited,Investments,144.0,151.0,1.0486,0.0,1.0
2024H1,RBS Collective Investment Funds Limited,Investments,1430.0,1398.0,0.9776,0.5107,0.4807
2024H1,Rac Motoring Services,Insurance & pure protection,9218.0,10413.0,1.1296,0.1489,0.836
2024H1,Reassure Life Limited,Decumulation & pensions,280.0,274.0,0.9786,0.2372,0.7044
2024H1,Reassure Life Limited,Insurance & pure protection,467.0,451.0,0.9657,0.337,0.6075
2024H1,Reassure Life Limited,Investments,232.0,210.0,0.9052,0.3905,0.5714
2024H1,Reassure Limited,Decumulation & pensions,3505.0,3171.0,0.9047,0.3213,0.6462
2024H1,Reassure Limited,Insurance & pure protection,744.0,694.0,0.9328,0.2262,0.745
2024H1,Reassure Limited,Investments,757.0,743.0,0.9815,0.4482,0.5303
2024H1,Reassured LTD,Insurance & pure protection,607.0,616.0,1.0148,0.5812,0.4172
2024H1,Rock Insurance Services Limited,Insurance & pure protection,818.0,790.0,0.9658,0.3304,0.6671
2024H1,Royal & Sun Alliance Insurance Limited,Insurance & pure protection,15116.0,17052.0,1.1281,0.4382,0.3599
2024H1,Sabre Insurance Company Limited,Insurance & pure protection,681.0,695.0,1.0206,0.5655,0.4201
2024H1,Saga Services Limited,Insurance & pure protection,16349.0,16459.0,1.0067,0.8303,0.1654
2024H1,Sainsbury's Bank PLC,Banking and credit cards,3440.0,3838.0,1.1157,0.3671,0.5714
2024H1,Sainsbury's Bank PLC,Home finance,67.0,93.0,1.3881,0.0323,0.8602
2024H1,Sainsbury's Bank PLC,Insurance & pure protection,877.0,1378.0,1.5713,0.0602,0.6466
2024H1,Santander Consumer (uk) PLC,Insurance & pure protection,1.0,0.0,0.0,,
2024H1,Santander UK PLC,Banking and credit cards,60720.0,60610.0,0.9982,0.5554,0.4296
2024H1,Santander UK PLC,Decumulation & pensions,25.0,22.0,0.88,0.0909,0.5909
2024H1,Santander UK PLC,Home finance,6932.0,7130.0,1.0286,0.5732,0.4243
2024H1,Santander UK PLC,Insurance & pure protection,105.0,186.0,1.7714,0.3925,0.4355
2024H1,Santander UK PLC,Investments,34.0,31.0,0.9118,,0.5161
2024H1,Scottish Equitable PLC,Decumulation & pensions,4586.0,5713.0,1.2457,0.1859,0.3651
2024H1,Scottish Equitable PLC,Insurance & pure protection,239.0,242.0,1.0126,0.4132,0.5702
2024H1,Scottish Equitable PLC,Investments,74.0,77.0,1.0405,0.3506,0.6104
2024H1,Scottish Friendly Assurance Society Limited,Decumulation & pensions,406.0,407.0,1.0025,0.1057,0.8206
2024H1,Scottish Friendly Assurance Society Limited,Insurance & pure protection,390.0,410.0,1.0513,0.1366,0.8488
2024H1,Scottish Friendly Assurance Society Limited,Investments,570.0,575.0,1.0088,0.1722,0.8226
2024H1,Scottish Widows Administration Services Limited,Banking and credit cards,0.0,0.0,,,
2024H1,Scottish Widows Administration Services Limited,Decumulation & pensions,537.0,631.0,1.175,0.0507,0.8447
2024H1,Scottish Widows Administration Services Limited,Home finance,0.0,0.0,,,
2024H1,Scottish Widows Administration Services Limited,Insurance & pure protection,0.0,0.0,,,
2024H1,Scottish Widows Administration Services Limited,Investments,1.0,1.0,1.0,0.0,1.0
2024H1,Scottish Widows Limited,Banking and credit cards,0.0,0.0,,,
2024H1,Scottish Widows Limited,Decumulation & pensions,9160.0,9037.0,0.9866,0.2091,0.6602
2024H1,Scottish Widows Limited,Home finance,0.0,0.0,,,
2024H1,Scottish Widows Limited,Insurance & pure protection,1472.0,1518.0,1.0312,0.3564,0.5514
2024H1,Scottish Widows Limited,Investments,2102.0,2157.0,1.0262,0.2017,0.6963
2024H1,Scottish Widows Unit Trust Managers Limited,Banking and credit cards,0.0,0.0,,,
2024H1,Scottish Widows Unit Trust Managers Limited,Decumulation & pensions,0.0,0.0,,,
2024H1,Scottish Widows Unit Trust Managers Limited,Home finance,0.0,0.0,,,
2024H1,Scottish Widows Unit Trust Managers Limited,Insurance & pure protection,0.0,0.0,,,
2024H1,Scottish Widows Unit Trust Managers Limited,Investments,631.0,632.0,1.0016,0.4604,0.5063
2024H1,Secure Trust Bank PLC,Banking and credit cards,320.0,354.0,1.1062,0.0763,0.8814
2024H1,Secure Trust Bank PLC,Home finance,3.0,2.0,0.6667,0.0,0.5
2024H1,Shawbrook Bank Limited,Banking and credit cards,1251.0,1465.0,1.1711,0.2942,0.6355
2024H1,Shawbrook Bank Limited,Home finance,516.0,554.0,1.0736,0.1408,0.8032
2024H1,Shop Direct Finance Company Limited,Insurance & pure protection,418.0,451.0,1.0789,0.0044,0.9579
2024H1,Simplyhealth Access,Insurance & pure protection,1997.0,1991.0,0.997,0.3551,0.6444
2024H1,Skipton Building Society,Banking and credit cards,2837.0,2809.0,0.9901,0.5785,0.4155
2024H1,Skipton Building Society,Decumulation & pensions,51.0,53.0,1.0392,0.0377,0.9623
2024H1,Skipton Building Society,Home finance,630.0,621.0,0.9857,0.3929,0.6023
2024H1,Skipton Building Society,Insurance & pure protection,14.0,10.0,0.7143,0.7,0.3
2024H1,Skipton Building Society,Investments,147.0,139.0,0.9456,0.1799,0.8201
2024H1,Society Of Lloyd's,Insurance & pure protection,5309.0,5361.0,1.0098,0.2953,0.681
2024H1,Somerset Bridge Insurance Services Limited,Insurance & pure protection,519.0,472.0,0.9094,0.4386,0.5551
2024H1,St James's Place Investment Administration Limited,Investments,508.0,509.0,1.002,0.0118,0.945
2024H1,St James's Place UK PLC,Decumulation & pensions,1066.0,966.0,0.9062,0.0031,0.9213
2024H1,St James's Place UK PLC,Insurance & pure protection,10.0,8.0,0.8,0.0,0.875
2024H1,St James's Place UK PLC,Investments,270.0,215.0,0.7963,0.0047,0.9628
2024H1,St. James's Place Wealth Management PLC,Banking and credit cards,0.0,0.0,,,
2024H1,St. James's Place Wealth Management PLC,Decumulation & pensions,8323.0,3251.0,0.3906,0.0009,0.0692
2024H1,St. James's Place Wealth Management PLC,Home finance,18.0,6.0,0.3333,0.0,0.0
2024H1,St. James's Place Wealth Management PLC,Insurance & pure protection,206.0,39.0,0.1893,0.0,0.0513
2024H1,St. James's Place Wealth Management PLC,Investments,6828.0,3052.0,0.447,0.001,0.0731
2024H1,Standard Life Savings Limited,Investments,665.0,671.0,1.009,0.1103,0.8718
2024H1,Starling Bank Limited,Banking and credit cards,20482.0,19426.0,0.9484,0.0962,0.8984
2024H1,Starr International (europe) Limited,Insurance & pure protection,1681.0,1682.0,1.0006,0.1314,0.865
2024H1,Suffolk Life Pensions Limited,Decumulation & pensions,536.0,530.0,0.9888,0.1868,0.5509
2024H1,Sun Life Assurance Company Of Canada (u.k.) Limited,Decumulation & pensions,714.0,750.0,1.0504,0.18,0.7653
2024H1,Sun Life Assurance Company Of Canada (u.k.) Limited,Insurance & pure protection,367.0,379.0,1.0327,0.1266,0.8522
2024H1,Sun Life Assurance Company Of Canada (u.k.) Limited,Investments,96.0,98.0,1.0208,0.1939,0.8061
2024H1,Swift 1st Limited,Home finance,912.0,879.0,0.9638,0.504,0.4937
2024H1,TSB Bank PLC,Banking and credit cards,23784.0,23831.0,1.002,0.6762,0.3185
2024H1,TSB Bank PLC,Home finance,1920.0,1997.0,1.0401,0.5734,0.4136
2024H1,TSB Bank PLC,Insurance & pure protection,30.0,28.0,0.9333,0.6071,0.3214
2024H1,Telefonica Seguros Y Reaseguros Compania Aseguradora S.a.u.,Insurance & pure protection,3102.0,3110.0,1.0026,0.1974,0.7859
2024H1,Telefonica UK Limited,Insurance & pure protection,29.0,16.0,0.5517,0.1875,0.5
2024H1,Tesco Personal Finance PLC,Banking and credit cards,14290.0,14388.0,1.0069,0.5261,0.4719
2024H1,Tesco Personal Finance PLC,Insurance & pure protection,3659.0,3634.0,0.9932,0.3448,0.6544
2024H1,Tesco Underwriting Limited,Insurance & pure protection,2740.0,2827.0,1.0318,0.2423,0.5094
2024H1,The Co-operative Bank PLC,Banking and credit cards,12595.0,12016.0,0.954,0.806,0.153
2024H1,The Co-operative Bank PLC,Decumulation & pensions,2.0,1.0,0.5,0.0,1.0
2024H1,The Co-operative Bank PLC,Home finance,3548.0,3051.0,0.8599,0.3019,0.3281
2024H1,The Co-operative Bank PLC,Insurance & pure protection,6.0,6.0,1.0,0.0,0.8333
2024H1,The Co-operative Bank PLC,Investments,1.0,1.0,1.0,0.0,0.0
2024H1,The Mortgage Works (uk) PLC,Home finance,1534.0,1465.0,0.955,0.2491,0.7392
2024H1,The National Farmers' Union Mutual Insurance Society Limited,Decumulation & pensions,80.0,77.0,0.9625,0.039,0.961
2024H1,The National Farmers' Union Mutual Insurance Society Limited,Insurance & pure protection,6635.0,6769.0,1.0202,0.3996,0.5632
2024H1,The National Farmers' Union Mutual Insurance Society Limited,Investments,59.0,54.0,0.9153,0.037,0.963
2024H1,The Prudential Assurance Company Limited,Decumulation & pensions,6734.0,6117.0,0.9084,0.1579,0.7899
2024H1,The Prudential Assurance Company Limited,Home finance,33.0,37.0,1.1212,0.0541,0.8919
2024H1,The Prudential Assurance Company Limited,Insurance & pure protection,704.0,628.0,0.892,0.1736,0.7866
2024H1,The Prudential Assurance Company Limited,Investments,2696.0,2627.0,0.9744,0.2143,0.7457
2024H1,The Royal Bank Of Scotland PLC,Banking and credit cards,18625.0,19282.0,1.0353,0.3801,0.5626
2024H1,The Royal Bank Of Scotland PLC,Decumulation & pensions,6.0,7.0,1.1667,0.0,0.1429
2024H1,The Royal Bank Of Scotland PLC,Home finance,1583.0,1643.0,1.0379,0.2538,0.6318
2024H1,The Royal Bank Of Scotland PLC,Insurance & pure protection,35.0,36.0,1.0286,0.0556,0.6389
2024H1,The Royal Bank Of Scotland PLC,Investments,37.0,36.0,0.973,0.0,0.5833
2024H1,Topaz Finance Limited,Home finance,2693.0,3222.0,1.1964,0.1738,0.7874
2024H1,Tradex Insurance Company PLC,Insurance & pure protection,1588.0,1430.0,0.9005,0.3601,0.6196
2024H1,Triodos Bank UK Limited,Banking and credit cards,590.0,579.0,0.9814,0.4508,0.5492
2024H1,Triodos Bank UK Limited,Investments,97.0,96.0,0.9897,0.3646,0.6354
2024H1,U K Insurance Limited,Insurance & pure protection,53474.0,54621.0,1.0214,0.4844,0.4748
2024H1,UK Mortgage Lending LTD,Home finance,656.0,693.0,1.0564,0.3896,0.6003
2024H1,Unum LTD,Insurance & pure protection,581.0,466.0,0.8021,0.0515,0.8133
2024H1,Usay Business Limited,Insurance & pure protection,688.0,650.0,0.9448,0.0354,0.9615
2024H1,Utility Warehouse Limited,Insurance & pure protection,609.0,578.0,0.9491,0.6003,0.3997
2024H1,"Vanguard Asset Management, LTD",Decumulation & pensions,805.0,759.0,0.9429,0.0527,0.1238
2024H1,"Vanguard Asset Management, LTD",Investments,1330.0,1216.0,0.9143,0.0987,0.3092
2024H1,Vanquis Bank Limited,Banking and credit cards,33775.0,39974.0,1.1835,0.0682,0.3487
2024H1,Vitality Corporate Services Limited,Insurance & pure protection,9239.0,9285.0,1.005,0.384,0.5468
2024H1,Vodafone Limited,Insurance & pure protection,377.0,377.0,1.0,0.7798,0.2202
2024H1,Volkswagen Financial Services (uk) Limited,Insurance & pure protection,3.0,3.0,1.0,0.0,1.0
2024H1,Wesleyan Assurance Society,Decumulation & pensions,352.0,336.0,0.9545,0.2292,0.753
2024H1,Wesleyan Assurance Society,Insurance & pure protection,138.0,139.0,1.0072,0.3237,0.6475
2024H1,Wesleyan Assurance Society,Investments,395.0,415.0,1.0506,0.3542,0.6217
2024H1,Xbridge Limited,Insurance & pure protection,1061.0,1040.0,0.9802,0.1904,0.8019
2024H1,Yorkshire Building Society,Banking and credit cards,2491.0,2623.0,1.053,0.3054,0.6748
2024H1,Yorkshire Building Society,Decumulation & pensions,2.0,1.0,0.5,0.0,1.0
2024H1,Yorkshire Building Society,Home finance,746.0,785.0,1.0523,0.2344,0.6701
